Forward price curves

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20260620224121

Parameters
Date range,01 Jan 2021 - 31 Dec 2024
Instrument,Futures
Location,Benmore
Commodity type,Base
Duration,Quarterly

Settlement Date,Location,Duration,Commodity type,Series,Price ($/MWh)
06/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,130.3250
06/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,127.0500
06/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,118.8063
06/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,116.4450
07/12/2021,Benmore,N/A,N/A,Simple daily average spot price,98.2869
07/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,81.9994
07/12/2021,Benmore,Quarterly,Base,All maturities,102.6529
07/12/2021,Benmore,Quarterly,Base,Long-dated,96.1458
07/12/2021,Benmore,Quarterly,Base,Short-dated,118.2700
07/12/2021,Benmore,Quarterly,Base,2022 Calendar year,130.2375
07/12/2021,Benmore,Quarterly,Base,2023 Calendar year,112.7500
07/12/2021,Benmore,Quarterly,Base,2024 Calendar year,97.8375
07/12/2021,Benmore,Quarterly,Base,2025 Calendar year,77.8500
07/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,130.2000
07/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,127.1333
07/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,118.5000
07/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,116.2000
08/12/2021,Benmore,N/A,N/A,Simple daily average spot price,74.4354
08/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,82.4012
08/12/2021,Benmore,Quarterly,Base,All maturities,101.6765
08/12/2021,Benmore,Quarterly,Base,Long-dated,95.9083
08/12/2021,Benmore,Quarterly,Base,Short-dated,115.5200
08/12/2021,Benmore,Quarterly,Base,2022 Calendar year,127.1875
08/12/2021,Benmore,Quarterly,Base,2023 Calendar year,111.8875
08/12/2021,Benmore,Quarterly,Base,2024 Calendar year,97.8125
08/12/2021,Benmore,Quarterly,Base,2025 Calendar year,78.0250
08/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,127.9250
08/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,125.6167
08/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,117.3500
08/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,115.2800
09/12/2021,Benmore,N/A,N/A,Simple daily average spot price,71.3906
09/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,82.2192
09/12/2021,Benmore,Quarterly,Base,All maturities,101.4500
09/12/2021,Benmore,Quarterly,Base,Long-dated,95.6125
09/12/2021,Benmore,Quarterly,Base,Short-dated,115.4600
09/12/2021,Benmore,Quarterly,Base,2022 Calendar year,127.1125
09/12/2021,Benmore,Quarterly,Base,2023 Calendar year,111.1000
09/12/2021,Benmore,Quarterly,Base,2024 Calendar year,97.8000
09/12/2021,Benmore,Quarterly,Base,2025 Calendar year,77.9375
09/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,127.9500
09/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,125.0917
09/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,116.9563
09/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,114.9650
10/12/2021,Benmore,N/A,N/A,Simple daily average spot price,88.9790
10/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,80.7233
10/12/2021,Benmore,Quarterly,Base,All maturities,100.9000
10/12/2021,Benmore,Quarterly,Base,Long-dated,95.4542
10/12/2021,Benmore,Quarterly,Base,Short-dated,113.9700
10/12/2021,Benmore,Quarterly,Base,2022 Calendar year,125.4625
10/12/2021,Benmore,Quarterly,Base,2023 Calendar year,110.8500
10/12/2021,Benmore,Quarterly,Base,2024 Calendar year,97.5750
10/12/2021,Benmore,Quarterly,Base,2025 Calendar year,77.9375
10/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,127.0625
10/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,124.3333
10/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,116.3875
10/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,114.5100
11/12/2021,Benmore,N/A,N/A,Simple daily average spot price,65.3500
11/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,77.9324
12/12/2021,Benmore,N/A,N/A,Simple daily average spot price,38.2748
12/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,72.8572
13/12/2021,Benmore,N/A,N/A,Simple daily average spot price,56.7750
13/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,70.2836
13/12/2021,Benmore,Quarterly,Base,All maturities,99.8824
13/12/2021,Benmore,Quarterly,Base,Long-dated,95.1958
13/12/2021,Benmore,Quarterly,Base,Short-dated,111.1300
13/12/2021,Benmore,Quarterly,Base,2022 Calendar year,121.9500
13/12/2021,Benmore,Quarterly,Base,2023 Calendar year,110.6000
13/12/2021,Benmore,Quarterly,Base,2024 Calendar year,97.0500
13/12/2021,Benmore,Quarterly,Base,2025 Calendar year,77.9375
13/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,124.7125
13/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,122.7667
13/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,115.2000
13/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,113.3600
14/12/2021,Benmore,N/A,N/A,Simple daily average spot price,80.9669
14/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,71.8073
14/12/2021,Benmore,Quarterly,Base,All maturities,99.8941
14/12/2021,Benmore,Quarterly,Base,Long-dated,95.7500
14/12/2021,Benmore,Quarterly,Base,Short-dated,109.8400
14/12/2021,Benmore,Quarterly,Base,2022 Calendar year,120.2500
14/12/2021,Benmore,Quarterly,Base,2023 Calendar year,111.5875
14/12/2021,Benmore,Quarterly,Base,2024 Calendar year,97.6250
14/12/2021,Benmore,Quarterly,Base,2025 Calendar year,78.0375
14/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,122.7500
14/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,122.2667
14/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,114.8250
14/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,113.0600
15/12/2021,Benmore,N/A,N/A,Simple daily average spot price,60.4146
15/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,67.0733
15/12/2021,Benmore,Quarterly,Base,All maturities,101.2853
15/12/2021,Benmore,Quarterly,Base,Long-dated,98.0625
15/12/2021,Benmore,Quarterly,Base,Short-dated,109.0200
15/12/2021,Benmore,Quarterly,Base,2022 Calendar year,119.5000
15/12/2021,Benmore,Quarterly,Base,2023 Calendar year,114.2125
15/12/2021,Benmore,Quarterly,Base,2024 Calendar year,100.8500
15/12/2021,Benmore,Quarterly,Base,2025 Calendar year,79.1250
15/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,124.4000
15/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,123.9917
15/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,116.8688
15/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,115.4950
16/12/2021,Benmore,N/A,N/A,Simple daily average spot price,84.0185
16/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,68.2712
16/12/2021,Benmore,Quarterly,Base,All maturities,101.1029
16/12/2021,Benmore,Quarterly,Base,Long-dated,97.5500
16/12/2021,Benmore,Quarterly,Base,Short-dated,109.6300
16/12/2021,Benmore,Quarterly,Base,2022 Calendar year,120.3750
16/12/2021,Benmore,Quarterly,Base,2023 Calendar year,113.6625
16/12/2021,Benmore,Quarterly,Base,2024 Calendar year,99.9500
16/12/2021,Benmore,Quarterly,Base,2025 Calendar year,79.0375
16/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,125.8625
16/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,124.9667
16/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,117.1188
16/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,115.6950
17/12/2021,Benmore,N/A,N/A,Simple daily average spot price,20.3221
17/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,61.8876
17/12/2021,Benmore,Quarterly,Base,All maturities,100.5794
17/12/2021,Benmore,Quarterly,Base,Long-dated,97.5500
17/12/2021,Benmore,Quarterly,Base,Short-dated,107.8500
17/12/2021,Benmore,Quarterly,Base,2022 Calendar year,119.4500
17/12/2021,Benmore,Quarterly,Base,2023 Calendar year,113.6625
17/12/2021,Benmore,Quarterly,Base,2024 Calendar year,99.9500
17/12/2021,Benmore,Quarterly,Base,2025 Calendar year,79.0375
17/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,124.9375
17/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,124.3500
17/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,116.6563
17/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,115.3250
18/12/2021,Benmore,N/A,N/A,Simple daily average spot price,1.5381
18/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,50.9575
19/12/2021,Benmore,N/A,N/A,Simple daily average spot price,2.7319
19/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,43.1302
20/12/2021,Benmore,N/A,N/A,Simple daily average spot price,11.7113
20/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,39.8098
20/12/2021,Benmore,Quarterly,Base,All maturities,100.3118
20/12/2021,Benmore,Quarterly,Base,Long-dated,97.5083
20/12/2021,Benmore,Quarterly,Base,Short-dated,107.0400
20/12/2021,Benmore,Quarterly,Base,2022 Calendar year,118.5250
20/12/2021,Benmore,Quarterly,Base,2023 Calendar year,113.5375
20/12/2021,Benmore,Quarterly,Base,2024 Calendar year,99.9500
20/12/2021,Benmore,Quarterly,Base,2025 Calendar year,79.0375
20/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,124.2750
20/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,123.9083
20/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,116.3250
20/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,115.0600
21/12/2021,Benmore,N/A,N/A,Simple daily average spot price,21.5883
21/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,35.4115
21/12/2021,Benmore,Quarterly,Base,All maturities,100.3118
21/12/2021,Benmore,Quarterly,Base,Long-dated,97.5083
21/12/2021,Benmore,Quarterly,Base,Short-dated,107.0400
21/12/2021,Benmore,Quarterly,Base,2022 Calendar year,118.5250
21/12/2021,Benmore,Quarterly,Base,2023 Calendar year,113.5375
21/12/2021,Benmore,Quarterly,Base,2024 Calendar year,99.9500
21/12/2021,Benmore,Quarterly,Base,2025 Calendar year,79.0375
21/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,124.2750
21/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,123.9083
21/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,116.3250
21/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,115.0600
22/12/2021,Benmore,N/A,N/A,Simple daily average spot price,39.1479
22/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,30.1841
22/12/2021,Benmore,Quarterly,Base,All maturities,100.1941
22/12/2021,Benmore,Quarterly,Base,Long-dated,97.5083
22/12/2021,Benmore,Quarterly,Base,Short-dated,106.6400
22/12/2021,Benmore,Quarterly,Base,2022 Calendar year,118.0250
22/12/2021,Benmore,Quarterly,Base,2023 Calendar year,113.5375
22/12/2021,Benmore,Quarterly,Base,2024 Calendar year,99.9500
22/12/2021,Benmore,Quarterly,Base,2025 Calendar year,79.0375
22/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,123.7750
22/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,123.5750
22/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,116.0750
22/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,114.8600
23/12/2021,Benmore,N/A,N/A,Simple daily average spot price,31.3767
23/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,26.5544
23/12/2021,Benmore,Quarterly,Base,All maturities,100.4029
23/12/2021,Benmore,Quarterly,Base,Long-dated,97.5083
23/12/2021,Benmore,Quarterly,Base,Short-dated,107.3500
23/12/2021,Benmore,Quarterly,Base,2022 Calendar year,118.9125
23/12/2021,Benmore,Quarterly,Base,2023 Calendar year,113.5375
23/12/2021,Benmore,Quarterly,Base,2024 Calendar year,99.9500
23/12/2021,Benmore,Quarterly,Base,2025 Calendar year,79.0375
23/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,124.4875
23/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,124.0500
23/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,116.4313
23/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,115.1450
24/12/2021,Benmore,N/A,N/A,Simple daily average spot price,26.6965
24/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,19.3891
24/12/2021,Benmore,Quarterly,Base,All maturities,100.4029
24/12/2021,Benmore,Quarterly,Base,Long-dated,97.5083
24/12/2021,Benmore,Quarterly,Base,Short-dated,107.3500
24/12/2021,Benmore,Quarterly,Base,2022 Calendar year,118.9125
24/12/2021,Benmore,Quarterly,Base,2023 Calendar year,113.5375
24/12/2021,Benmore,Quarterly,Base,2024 Calendar year,99.9500
24/12/2021,Benmore,Quarterly,Base,2025 Calendar year,79.0375
24/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,124.4875
24/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,124.0500
24/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,116.4313
24/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,115.1450
25/12/2021,Benmore,N/A,N/A,Simple daily average spot price,12.4292
25/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,18.4025
26/12/2021,Benmore,N/A,N/A,Simple daily average spot price,37.1885
26/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,22.8588
27/12/2021,Benmore,N/A,N/A,Simple daily average spot price,53.1379
27/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,29.1595
28/12/2021,Benmore,N/A,N/A,Simple daily average spot price,61.3992
28/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,35.3705
29/12/2021,Benmore,N/A,N/A,Simple daily average spot price,23.0683
29/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,35.5555
29/12/2021,Benmore,Quarterly,Base,All maturities,100.4029
29/12/2021,Benmore,Quarterly,Base,Long-dated,97.5083
29/12/2021,Benmore,Quarterly,Base,Short-dated,107.3500
29/12/2021,Benmore,Quarterly,Base,2022 Calendar year,118.9125
29/12/2021,Benmore,Quarterly,Base,2023 Calendar year,113.5375
29/12/2021,Benmore,Quarterly,Base,2024 Calendar year,99.9500
29/12/2021,Benmore,Quarterly,Base,2025 Calendar year,79.0375
29/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,124.4875
29/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,124.0500
29/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,116.4313
29/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,115.1450
30/12/2021,Benmore,N/A,N/A,Simple daily average spot price,1.8740
30/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,30.8963
30/12/2021,Benmore,Quarterly,Base,All maturities,100.4029
30/12/2021,Benmore,Quarterly,Base,Long-dated,97.5083
30/12/2021,Benmore,Quarterly,Base,Short-dated,107.3500
30/12/2021,Benmore,Quarterly,Base,2022 Calendar year,118.9125
30/12/2021,Benmore,Quarterly,Base,2023 Calendar year,113.5375
30/12/2021,Benmore,Quarterly,Base,2024 Calendar year,99.9500
30/12/2021,Benmore,Quarterly,Base,2025 Calendar year,79.0375
30/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,124.4875
30/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,124.0500
30/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,116.4313
30/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,115.1450
31/12/2021,Benmore,N/A,N/A,Simple daily average spot price,0.1025
31/12/2021,Benmore,N/A,N/A,7-day simple moving average spot price,26.9870
31/12/2021,Benmore,Quarterly,Base,All maturities,100.4029
31/12/2021,Benmore,Quarterly,Base,Long-dated,97.5083
31/12/2021,Benmore,Quarterly,Base,Short-dated,107.3500
31/12/2021,Benmore,Quarterly,Base,2022 Calendar year,118.9125
31/12/2021,Benmore,Quarterly,Base,2023 Calendar year,113.5375
31/12/2021,Benmore,Quarterly,Base,2024 Calendar year,99.9500
31/12/2021,Benmore,Quarterly,Base,2025 Calendar year,79.0375
31/12/2021,Benmore,Quarterly,Base,12 months from 01/04/2025,124.4875
31/12/2021,Benmore,Quarterly,Base,18 months from 01/04/2025,124.0500
31/12/2021,Benmore,Quarterly,Base,24 months from 01/04/2025,116.4313
31/12/2021,Benmore,Quarterly,Base,30 months from 01/04/2025,115.1450
01/01/2022,Benmore,N/A,N/A,Simple daily average spot price,20.1881
01/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,26.1735
02/01/2022,Benmore,N/A,N/A,Simple daily average spot price,54.1169
02/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,31.3844
03/01/2022,Benmore,N/A,N/A,Simple daily average spot price,86.4910
03/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,37.5472
04/01/2022,Benmore,N/A,N/A,Simple daily average spot price,102.4817
04/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,43.7152
05/01/2022,Benmore,N/A,N/A,Simple daily average spot price,85.4929
05/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,46.7269
05/01/2022,Benmore,Quarterly,Base,All maturities,102.8594
05/01/2022,Benmore,Quarterly,Base,Long-dated,97.5083
05/01/2022,Benmore,Quarterly,Base,Short-dated,118.9125
05/01/2022,Benmore,Quarterly,Base,2023 Calendar year,113.5375
05/01/2022,Benmore,Quarterly,Base,2024 Calendar year,99.9500
05/01/2022,Benmore,Quarterly,Base,2025 Calendar year,79.0375
05/01/2022,Benmore,Quarterly,Base,12 months from 01/04/2025,121.2375
05/01/2022,Benmore,Quarterly,Base,18 months from 01/04/2025,116.5167
05/01/2022,Benmore,Quarterly,Base,24 months from 01/04/2025,113.1813
05/01/2022,Benmore,Quarterly,Base,30 months from 01/04/2025,109.8900
06/01/2022,Benmore,N/A,N/A,Simple daily average spot price,61.4994
06/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,51.5308
06/01/2022,Benmore,Quarterly,Base,All maturities,103.0875
06/01/2022,Benmore,Quarterly,Base,Long-dated,97.5083
06/01/2022,Benmore,Quarterly,Base,Short-dated,119.8250
06/01/2022,Benmore,Quarterly,Base,2023 Calendar year,113.5375
06/01/2022,Benmore,Quarterly,Base,2024 Calendar year,99.9500
06/01/2022,Benmore,Quarterly,Base,2025 Calendar year,79.0375
06/01/2022,Benmore,Quarterly,Base,12 months from 01/04/2025,121.2375
06/01/2022,Benmore,Quarterly,Base,18 months from 01/04/2025,116.5167
06/01/2022,Benmore,Quarterly,Base,24 months from 01/04/2025,113.1813
06/01/2022,Benmore,Quarterly,Base,30 months from 01/04/2025,109.8900
07/01/2022,Benmore,N/A,N/A,Simple daily average spot price,102.2619
07/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,64.0793
07/01/2022,Benmore,Quarterly,Base,All maturities,103.3375
07/01/2022,Benmore,Quarterly,Base,Long-dated,97.5083
07/01/2022,Benmore,Quarterly,Base,Short-dated,120.8250
07/01/2022,Benmore,Quarterly,Base,2023 Calendar year,113.5375
07/01/2022,Benmore,Quarterly,Base,2024 Calendar year,99.9500
07/01/2022,Benmore,Quarterly,Base,2025 Calendar year,79.0375
07/01/2022,Benmore,Quarterly,Base,12 months from 01/04/2025,121.2375
07/01/2022,Benmore,Quarterly,Base,18 months from 01/04/2025,116.5167
07/01/2022,Benmore,Quarterly,Base,24 months from 01/04/2025,113.1813
07/01/2022,Benmore,Quarterly,Base,30 months from 01/04/2025,109.8900
08/01/2022,Benmore,N/A,N/A,Simple daily average spot price,132.4725
08/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,80.6256
09/01/2022,Benmore,N/A,N/A,Simple daily average spot price,102.5398
09/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,90.9195
10/01/2022,Benmore,N/A,N/A,Simple daily average spot price,148.3248
10/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,102.6955
10/01/2022,Benmore,Quarterly,Base,All maturities,107.6563
10/01/2022,Benmore,Quarterly,Base,Long-dated,99.7333
10/01/2022,Benmore,Quarterly,Base,Short-dated,131.4250
10/01/2022,Benmore,Quarterly,Base,2023 Calendar year,116.9250
10/01/2022,Benmore,Quarterly,Base,2024 Calendar year,102.7250
10/01/2022,Benmore,Quarterly,Base,2025 Calendar year,79.5500
10/01/2022,Benmore,Quarterly,Base,12 months from 01/04/2025,126.4250
10/01/2022,Benmore,Quarterly,Base,18 months from 01/04/2025,121.0667
10/01/2022,Benmore,Quarterly,Base,24 months from 01/04/2025,117.4375
10/01/2022,Benmore,Quarterly,Base,30 months from 01/04/2025,113.7300
11/01/2022,Benmore,N/A,N/A,Simple daily average spot price,201.2408
11/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,117.0392
11/01/2022,Benmore,Quarterly,Base,All maturities,110.3500
11/01/2022,Benmore,Quarterly,Base,Long-dated,100.6750
11/01/2022,Benmore,Quarterly,Base,Short-dated,139.3750
11/01/2022,Benmore,Quarterly,Base,2023 Calendar year,119.1250
11/01/2022,Benmore,Quarterly,Base,2024 Calendar year,102.6000
11/01/2022,Benmore,Quarterly,Base,2025 Calendar year,80.3000
11/01/2022,Benmore,Quarterly,Base,12 months from 01/04/2025,129.9375
11/01/2022,Benmore,Quarterly,Base,18 months from 01/04/2025,123.9167
11/01/2022,Benmore,Quarterly,Base,24 months from 01/04/2025,119.6750
11/01/2022,Benmore,Quarterly,Base,30 months from 01/04/2025,115.3900
12/01/2022,Benmore,N/A,N/A,Simple daily average spot price,123.5185
12/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,119.6688
12/01/2022,Benmore,Quarterly,Base,All maturities,107.1469
12/01/2022,Benmore,Quarterly,Base,Long-dated,97.8208
12/01/2022,Benmore,Quarterly,Base,Short-dated,135.1250
12/01/2022,Benmore,Quarterly,Base,2023 Calendar year,115.5000
12/01/2022,Benmore,Quarterly,Base,2024 Calendar year,100.1250
12/01/2022,Benmore,Quarterly,Base,2025 Calendar year,77.8375
12/01/2022,Benmore,Quarterly,Base,12 months from 01/04/2025,126.1250
12/01/2022,Benmore,Quarterly,Base,18 months from 01/04/2025,120.0833
12/01/2022,Benmore,Quarterly,Base,24 months from 01/04/2025,116.1250
12/01/2022,Benmore,Quarterly,Base,30 months from 01/04/2025,112.1000
13/01/2022,Benmore,N/A,N/A,Simple daily average spot price,126.9058
13/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,124.8454
13/01/2022,Benmore,Quarterly,Base,All maturities,108.9844
13/01/2022,Benmore,Quarterly,Base,Long-dated,100.2583
13/01/2022,Benmore,Quarterly,Base,Short-dated,135.1625
13/01/2022,Benmore,Quarterly,Base,2023 Calendar year,118.7500
13/01/2022,Benmore,Quarterly,Base,2024 Calendar year,102.0250
13/01/2022,Benmore,Quarterly,Base,2025 Calendar year,80.0000
13/01/2022,Benmore,Quarterly,Base,12 months from 01/04/2025,127.8750
13/01/2022,Benmore,Quarterly,Base,18 months from 01/04/2025,122.1167
13/01/2022,Benmore,Quarterly,Base,24 months from 01/04/2025,118.2438
13/01/2022,Benmore,Quarterly,Base,30 months from 01/04/2025,114.0800
14/01/2022,Benmore,N/A,N/A,Simple daily average spot price,131.4896
14/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,133.5942
14/01/2022,Benmore,Quarterly,Base,All maturities,110.9188
14/01/2022,Benmore,Quarterly,Base,Long-dated,100.1625
14/01/2022,Benmore,Quarterly,Base,Short-dated,143.1875
14/01/2022,Benmore,Quarterly,Base,2023 Calendar year,119.3375
14/01/2022,Benmore,Quarterly,Base,2024 Calendar year,102.0250
14/01/2022,Benmore,Quarterly,Base,2025 Calendar year,79.1250
14/01/2022,Benmore,Quarterly,Base,12 months from 01/04/2025,131.5750
14/01/2022,Benmore,Quarterly,Base,18 months from 01/04/2025,124.6750
14/01/2022,Benmore,Quarterly,Base,24 months from 01/04/2025,120.3813
14/01/2022,Benmore,Quarterly,Base,30 months from 01/04/2025,115.6150
15/01/2022,Benmore,N/A,N/A,Simple daily average spot price,120.1281
15/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,135.8275
16/01/2022,Benmore,N/A,N/A,Simple daily average spot price,129.8625
16/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,135.5012
17/01/2022,Benmore,N/A,N/A,Simple daily average spot price,221.1665
17/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,150.3296
17/01/2022,Benmore,Quarterly,Base,All maturities,117.8000
17/01/2022,Benmore,Quarterly,Base,Long-dated,101.9542
17/01/2022,Benmore,Quarterly,Base,Short-dated,165.3375
17/01/2022,Benmore,Quarterly,Base,2023 Calendar year,123.0625
17/01/2022,Benmore,Quarterly,Base,2024 Calendar year,102.9875
17/01/2022,Benmore,Quarterly,Base,2025 Calendar year,79.8125
17/01/2022,Benmore,Quarterly,Base,12 months from 01/04/2025,142.3375
17/01/2022,Benmore,Quarterly,Base,18 months from 01/04/2025,133.1000
17/01/2022,Benmore,Quarterly,Base,24 months from 01/04/2025,127.1188
17/01/2022,Benmore,Quarterly,Base,30 months from 01/04/2025,121.0550
18/01/2022,Benmore,N/A,N/A,Simple daily average spot price,293.3273
18/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,168.4549
18/01/2022,Benmore,Quarterly,Base,All maturities,120.9938
18/01/2022,Benmore,Quarterly,Base,Long-dated,101.1958
18/01/2022,Benmore,Quarterly,Base,Short-dated,180.3875
18/01/2022,Benmore,Quarterly,Base,2023 Calendar year,121.7375
18/01/2022,Benmore,Quarterly,Base,2024 Calendar year,102.3625
18/01/2022,Benmore,Quarterly,Base,2025 Calendar year,79.4875
18/01/2022,Benmore,Quarterly,Base,12 months from 01/04/2025,145.2875
18/01/2022,Benmore,Quarterly,Base,18 months from 01/04/2025,134.5833
18/01/2022,Benmore,Quarterly,Base,24 months from 01/04/2025,128.0750
18/01/2022,Benmore,Quarterly,Base,30 months from 01/04/2025,121.6950
19/01/2022,Benmore,N/A,N/A,Simple daily average spot price,175.7015
19/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,165.2625
19/01/2022,Benmore,Quarterly,Base,All maturities,117.7031
19/01/2022,Benmore,Quarterly,Base,Long-dated,99.3958
19/01/2022,Benmore,Quarterly,Base,Short-dated,172.6250
19/01/2022,Benmore,Quarterly,Base,2023 Calendar year,119.4500
19/01/2022,Benmore,Quarterly,Base,2024 Calendar year,100.5375
19/01/2022,Benmore,Quarterly,Base,2025 Calendar year,78.2000
19/01/2022,Benmore,Quarterly,Base,12 months from 01/04/2025,140.1125
19/01/2022,Benmore,Quarterly,Base,18 months from 01/04/2025,130.5500
19/01/2022,Benmore,Quarterly,Base,24 months from 01/04/2025,124.5438
19/01/2022,Benmore,Quarterly,Base,30 months from 01/04/2025,118.5450
20/01/2022,Benmore,N/A,N/A,Simple daily average spot price,138.3921
20/01/2022,Benmore,N/A,N/A,7-day simple moving average spot price,167.1217
