Forward price curves

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20260620224118

Parameters
Date range,01 Jan 2021 - 31 Dec 2024
Instrument,Futures
Location,Otahuhu
Commodity type,Base
Duration,Quarterly

Settlement Date,Location,Duration,Commodity type,Series,Price ($/MWh)
04/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,96.2321
04/10/2021,Otahuhu,Quarterly,Base,All maturities,122.0912
04/10/2021,Otahuhu,Quarterly,Base,Long-dated,118.0808
04/10/2021,Otahuhu,Quarterly,Base,Short-dated,135.1250
04/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,142.2875
04/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.0125
04/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,118.6250
04/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,100.0625
04/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,144.4875
04/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,143.6583
04/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,136.6000
04/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,134.2800
05/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,99.3071
05/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,98.6843
05/10/2021,Otahuhu,Quarterly,Base,All maturities,121.8794
05/10/2021,Otahuhu,Quarterly,Base,Long-dated,118.4808
05/10/2021,Otahuhu,Quarterly,Base,Short-dated,132.9250
05/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,140.9875
05/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.0125
05/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,118.0125
05/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,101.9750
05/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,144.4125
05/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,143.6083
05/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,136.5625
05/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,134.2500
06/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,100.1260
06/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,94.7878
06/10/2021,Otahuhu,Quarterly,Base,All maturities,121.4147
06/10/2021,Otahuhu,Quarterly,Base,Long-dated,118.5192
06/10/2021,Otahuhu,Quarterly,Base,Short-dated,130.8250
06/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,140.6250
06/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.3125
06/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,117.6250
06/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,101.2500
06/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,144.9750
06/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,143.9833
06/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,136.8438
06/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,134.4750
07/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,98.0465
07/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,95.0491
07/10/2021,Otahuhu,Quarterly,Base,All maturities,120.4029
07/10/2021,Otahuhu,Quarterly,Base,Long-dated,117.9000
07/10/2021,Otahuhu,Quarterly,Base,Short-dated,128.5375
07/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,138.9625
07/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,132.1000
07/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,117.3875
07/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,101.1875
07/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,143.0000
07/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,142.6667
07/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,135.5563
07/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,133.4450
08/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,44.2608
08/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,86.0897
08/10/2021,Otahuhu,Quarterly,Base,All maturities,119.6176
08/10/2021,Otahuhu,Quarterly,Base,Long-dated,117.7654
08/10/2021,Otahuhu,Quarterly,Base,Short-dated,125.6375
08/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,137.2875
08/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,131.9125
08/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,117.1375
08/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,101.1875
08/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,142.1375
08/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,141.8417
08/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,134.9813
08/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,132.9850
09/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,40.4588
09/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,77.4521
10/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,48.1006
10/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,76.9837
11/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,41.8317
11/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,73.9051
11/10/2021,Otahuhu,Quarterly,Base,All maturities,120.0853
11/10/2021,Otahuhu,Quarterly,Base,Long-dated,118.9231
11/10/2021,Otahuhu,Quarterly,Base,Short-dated,123.8625
11/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,137.0375
11/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,131.8500
11/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,119.1750
11/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,102.9750
11/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,141.9500
11/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,141.8000
11/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,135.0063
11/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,133.2750
12/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,65.1517
12/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,67.1604
12/10/2021,Otahuhu,Quarterly,Base,All maturities,121.8735
12/10/2021,Otahuhu,Quarterly,Base,Long-dated,120.2923
12/10/2021,Otahuhu,Quarterly,Base,Short-dated,127.0125
12/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,140.3875
12/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,135.5750
12/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,119.1250
12/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,103.1625
12/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,145.7000
12/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,146.0500
12/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,138.4125
12/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.0000
13/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,149.9358
13/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,73.4890
13/10/2021,Otahuhu,Quarterly,Base,All maturities,122.5382
13/10/2021,Otahuhu,Quarterly,Base,Long-dated,119.9192
13/10/2021,Otahuhu,Quarterly,Base,Short-dated,131.0500
13/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,143.6375
13/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,134.2625
13/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,118.6625
13/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,103.1625
13/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,147.8125
13/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,146.7500
13/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,138.6938
13/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.2250
14/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,111.2900
14/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,74.8845
14/10/2021,Otahuhu,Quarterly,Base,All maturities,122.3324
14/10/2021,Otahuhu,Quarterly,Base,Long-dated,119.8615
14/10/2021,Otahuhu,Quarterly,Base,Short-dated,130.3625
14/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,143.9750
14/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,134.0750
14/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,118.6250
14/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,103.2000
14/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,147.6250
14/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,146.6250
14/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,138.6063
14/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.1350
15/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,79.6346
15/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,72.5830
15/10/2021,Otahuhu,Quarterly,Base,All maturities,120.8500
15/10/2021,Otahuhu,Quarterly,Base,Long-dated,119.3615
15/10/2021,Otahuhu,Quarterly,Base,Short-dated,125.6875
15/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,141.5375
15/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.5125
15/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,117.8250
15/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,102.9875
15/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,146.6125
15/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,145.5750
15/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,137.8313
15/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,135.3150
16/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,43.5317
16/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,72.4919
17/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,45.1406
17/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,73.0771
18/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,25.1825
18/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,70.2123
18/10/2021,Otahuhu,Quarterly,Base,All maturities,120.2735
18/10/2021,Otahuhu,Quarterly,Base,Long-dated,118.7962
18/10/2021,Otahuhu,Quarterly,Base,Short-dated,125.0750
18/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,139.9625
18/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,132.4500
18/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,117.6500
18/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,102.9875
18/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,144.9250
18/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,144.0500
18/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,136.3688
18/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,134.1450
19/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,41.0481
19/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,70.1144
19/10/2021,Otahuhu,Quarterly,Base,All maturities,122.0000
19/10/2021,Otahuhu,Quarterly,Base,Long-dated,119.7577
19/10/2021,Otahuhu,Quarterly,Base,Short-dated,129.2875
19/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,143.9125
19/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.8125
19/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,119.1625
19/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,102.9875
19/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,147.4250
19/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,146.4500
19/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,138.1125
19/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.0450
20/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,75.4794
20/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,71.4053
20/10/2021,Otahuhu,Quarterly,Base,All maturities,123.3765
20/10/2021,Otahuhu,Quarterly,Base,Long-dated,120.8000
20/10/2021,Otahuhu,Quarterly,Base,Short-dated,131.7500
20/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,145.2500
20/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.8000
20/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,121.5500
20/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,104.2500
20/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,147.7500
20/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,146.6667
20/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,138.6750
20/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,137.0400
21/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,92.3656
21/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,64.2091
21/10/2021,Otahuhu,Quarterly,Base,All maturities,123.5882
21/10/2021,Otahuhu,Quarterly,Base,Long-dated,120.7615
21/10/2021,Otahuhu,Quarterly,Base,Short-dated,132.7750
21/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,145.0375
21/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.5500
21/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,121.3625
21/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,104.8000
21/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,146.6625
21/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,145.9417
21/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,138.1813
21/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.5300
22/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,73.9690
22/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,59.5439
22/10/2021,Otahuhu,Quarterly,Base,All maturities,123.7353
22/10/2021,Otahuhu,Quarterly,Base,Long-dated,121.1308
22/10/2021,Otahuhu,Quarterly,Base,Short-dated,132.2000
22/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,144.6500
22/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.0625
22/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,121.0250
22/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,106.8250
22/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,146.6625
22/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,145.6167
22/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,137.9375
22/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.3350
23/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,63.5102
23/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,57.5284
24/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,81.8017
24/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,62.3121
25/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,66.6750
25/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,65.0039
25/10/2021,Otahuhu,Quarterly,Base,All maturities,123.7353
25/10/2021,Otahuhu,Quarterly,Base,Long-dated,121.1308
25/10/2021,Otahuhu,Quarterly,Base,Short-dated,132.2000
25/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,144.6500
25/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.0625
25/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,121.0250
25/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,106.8250
25/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,146.6625
25/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,145.6167
25/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,137.9375
25/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.3350
26/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,83.8802
26/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,72.3412
26/10/2021,Otahuhu,Quarterly,Base,All maturities,123.7353
26/10/2021,Otahuhu,Quarterly,Base,Long-dated,121.1308
26/10/2021,Otahuhu,Quarterly,Base,Short-dated,132.2000
26/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,144.6500
26/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.0625
26/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,121.0250
26/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,106.8250
26/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,146.6625
26/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,145.6167
26/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,137.9375
26/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.3350
27/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,87.5025
27/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,78.1480
27/10/2021,Otahuhu,Quarterly,Base,All maturities,123.7353
27/10/2021,Otahuhu,Quarterly,Base,Long-dated,121.1308
27/10/2021,Otahuhu,Quarterly,Base,Short-dated,132.2000
27/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,144.6500
27/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.0625
27/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,121.0250
27/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,106.8250
27/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,146.6625
27/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,145.6167
27/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,137.9375
27/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.3350
28/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,119.8265
28/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,83.6913
28/10/2021,Otahuhu,Quarterly,Base,All maturities,123.7353
28/10/2021,Otahuhu,Quarterly,Base,Long-dated,121.1308
28/10/2021,Otahuhu,Quarterly,Base,Short-dated,132.2000
28/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,144.6500
28/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.0625
28/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,121.0250
28/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,106.8250
28/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,146.6625
28/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,145.6167
28/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,137.9375
28/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.3350
29/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,103.2763
29/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,85.0552
29/10/2021,Otahuhu,Quarterly,Base,All maturities,123.8588
29/10/2021,Otahuhu,Quarterly,Base,Long-dated,121.2923
29/10/2021,Otahuhu,Quarterly,Base,Short-dated,132.2000
29/10/2021,Otahuhu,Quarterly,Base,2022 Calendar year,144.6500
29/10/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.5500
29/10/2021,Otahuhu,Quarterly,Base,2024 Calendar year,121.0625
29/10/2021,Otahuhu,Quarterly,Base,2025 Calendar year,106.8250
29/10/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,146.6625
29/10/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,145.9417
29/10/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,138.1813
29/10/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.5450
30/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,56.3858
30/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,82.8573
31/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,23.9058
31/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,77.9067
01/11/2021,Otahuhu,N/A,N/A,Simple daily average spot price,80.0644
01/11/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,77.6896
01/11/2021,Otahuhu,Quarterly,Base,All maturities,123.0765
01/11/2021,Otahuhu,Quarterly,Base,Long-dated,119.6423
01/11/2021,Otahuhu,Quarterly,Base,Short-dated,134.2375
01/11/2021,Otahuhu,Quarterly,Base,2022 Calendar year,146.3750
01/11/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.1250
01/11/2021,Otahuhu,Quarterly,Base,2024 Calendar year,119.3500
01/11/2021,Otahuhu,Quarterly,Base,2025 Calendar year,103.6000
01/11/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,147.4500
01/11/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,146.4667
01/11/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,138.0875
01/11/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.4700
02/11/2021,Otahuhu,N/A,N/A,Simple daily average spot price,60.6565
02/11/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,76.9373
02/11/2021,Otahuhu,Quarterly,Base,All maturities,122.8529
02/11/2021,Otahuhu,Quarterly,Base,Long-dated,119.4846
02/11/2021,Otahuhu,Quarterly,Base,Short-dated,133.8000
02/11/2021,Otahuhu,Quarterly,Base,2022 Calendar year,145.7500
02/11/2021,Otahuhu,Quarterly,Base,2023 Calendar year,132.8375
02/11/2021,Otahuhu,Quarterly,Base,2024 Calendar year,119.3500
02/11/2021,Otahuhu,Quarterly,Base,2025 Calendar year,103.7625
02/11/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,147.0000
02/11/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,146.1667
02/11/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,137.7188
02/11/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,136.1750
03/11/2021,Otahuhu,N/A,N/A,Simple daily average spot price,96.4535
03/11/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,78.5089
03/11/2021,Otahuhu,Quarterly,Base,All maturities,123.9265
03/11/2021,Otahuhu,Quarterly,Base,Long-dated,119.9115
03/11/2021,Otahuhu,Quarterly,Base,Short-dated,136.9750
03/11/2021,Otahuhu,Quarterly,Base,2022 Calendar year,148.5625
03/11/2021,Otahuhu,Quarterly,Base,2023 Calendar year,134.1250
03/11/2021,Otahuhu,Quarterly,Base,2024 Calendar year,119.3500
03/11/2021,Otahuhu,Quarterly,Base,2025 Calendar year,103.7625
03/11/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,148.9500
03/11/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,147.4833
03/11/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,139.1000
03/11/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,137.2800
04/11/2021,Otahuhu,N/A,N/A,Simple daily average spot price,97.1706
04/11/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,79.7174
04/11/2021,Otahuhu,Quarterly,Base,All maturities,125.9735
04/11/2021,Otahuhu,Quarterly,Base,Long-dated,121.1269
04/11/2021,Otahuhu,Quarterly,Base,Short-dated,141.7250
04/11/2021,Otahuhu,Quarterly,Base,2022 Calendar year,153.3000
04/11/2021,Otahuhu,Quarterly,Base,2023 Calendar year,135.8750
04/11/2021,Otahuhu,Quarterly,Base,2024 Calendar year,120.6000
04/11/2021,Otahuhu,Quarterly,Base,2025 Calendar year,103.8625
04/11/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,152.5000
04/11/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,150.3750
04/11/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,141.3875
04/11/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,139.1100
05/11/2021,Otahuhu,N/A,N/A,Simple daily average spot price,89.5108
05/11/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,75.9280
05/11/2021,Otahuhu,Quarterly,Base,All maturities,126.2412
05/11/2021,Otahuhu,Quarterly,Base,Long-dated,121.2423
05/11/2021,Otahuhu,Quarterly,Base,Short-dated,142.4875
05/11/2021,Otahuhu,Quarterly,Base,2022 Calendar year,153.2875
05/11/2021,Otahuhu,Quarterly,Base,2023 Calendar year,135.7500
05/11/2021,Otahuhu,Quarterly,Base,2024 Calendar year,120.6000
05/11/2021,Otahuhu,Quarterly,Base,2025 Calendar year,104.7625
05/11/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,151.9875
05/11/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,150.1167
05/11/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,141.0688
05/11/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,138.8550
06/11/2021,Otahuhu,N/A,N/A,Simple daily average spot price,91.8163
06/11/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,74.4955
07/11/2021,Otahuhu,N/A,N/A,Simple daily average spot price,95.1448
07/11/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,79.3403
08/11/2021,Otahuhu,N/A,N/A,Simple daily average spot price,108.3452
08/11/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,89.8953
08/11/2021,Otahuhu,Quarterly,Base,All maturities,125.4647
08/11/2021,Otahuhu,Quarterly,Base,Long-dated,120.5500
08/11/2021,Otahuhu,Quarterly,Base,Short-dated,141.4375
08/11/2021,Otahuhu,Quarterly,Base,2022 Calendar year,152.2750
08/11/2021,Otahuhu,Quarterly,Base,2023 Calendar year,133.8875
08/11/2021,Otahuhu,Quarterly,Base,2024 Calendar year,120.3500
08/11/2021,Otahuhu,Quarterly,Base,2025 Calendar year,104.7625
08/11/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,151.6625
08/11/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,148.9417
08/11/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,140.0688
08/11/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,138.0550
09/11/2021,Otahuhu,N/A,N/A,Simple daily average spot price,116.4167
09/11/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,94.4393
09/11/2021,Otahuhu,Quarterly,Base,All maturities,126.8000
09/11/2021,Otahuhu,Quarterly,Base,Long-dated,121.2077
09/11/2021,Otahuhu,Quarterly,Base,Short-dated,144.9750
09/11/2021,Otahuhu,Quarterly,Base,2022 Calendar year,154.7250
09/11/2021,Otahuhu,Quarterly,Base,2023 Calendar year,135.0000
09/11/2021,Otahuhu,Quarterly,Base,2024 Calendar year,120.7875
09/11/2021,Otahuhu,Quarterly,Base,2025 Calendar year,104.6375
09/11/2021,Otahuhu,Quarterly,Base,12 months from 01/04/2025,153.3500
09/11/2021,Otahuhu,Quarterly,Base,18 months from 01/04/2025,150.4833
09/11/2021,Otahuhu,Quarterly,Base,24 months from 01/04/2025,141.2250
09/11/2021,Otahuhu,Quarterly,Base,30 months from 01/04/2025,138.9800
