Forward price curves

From www.emi.ea.govt.nz provided by the Electricity Authority (New Zealand)
Run at: 20260620224120

Parameters
Date range,01 Jan 2021 - 31 Dec 2024
Instrument,Futures
Location,Otahuhu
Commodity type,Peak
Duration,Quarterly

Settlement Date,Location,Duration,Commodity type,Series,Price ($/MWh)
14/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
14/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
14/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
14/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
14/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
14/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
15/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,175.6319
15/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,116.6224
15/09/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
15/09/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
15/09/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
15/09/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
15/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
15/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
15/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
15/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
15/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
15/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
16/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,105.9250
16/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,110.3318
16/09/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
16/09/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
16/09/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
16/09/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
16/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
16/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
16/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
16/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
16/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
16/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
17/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,109.3742
17/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,110.9543
17/09/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
17/09/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
17/09/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
17/09/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
17/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
17/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
17/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
17/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
17/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
17/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
18/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,96.0623
18/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,108.3813
19/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,93.8371
19/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,108.8593
20/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,50.3600
20/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,104.6655
20/09/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
20/09/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
20/09/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
20/09/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
20/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
20/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
20/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
20/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
20/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
20/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
21/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,51.8056
21/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,100.2711
21/09/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
21/09/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
21/09/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
21/09/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
21/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
21/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
21/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
21/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
21/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
21/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
22/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,111.4323
22/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,99.3036
22/09/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
22/09/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
22/09/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
22/09/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
22/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
22/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
22/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
22/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
22/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
22/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
23/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,77.1444
23/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,86.9926
23/09/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
23/09/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
23/09/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
23/09/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
23/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
23/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
23/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
23/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
23/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
23/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
24/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,15.3442
24/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,75.6700
24/09/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
24/09/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
24/09/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
24/09/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
24/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
24/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
24/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
24/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
24/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
24/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
25/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,27.7569
25/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,65.4679
26/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,49.1922
26/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,59.6091
27/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,79.6892
27/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,57.8406
27/09/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
27/09/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
27/09/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
27/09/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
27/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
27/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
27/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
27/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
27/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
27/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
28/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,131.2979
28/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,67.9578
28/09/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
28/09/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
28/09/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
28/09/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
28/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
28/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
28/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
28/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
28/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
28/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
29/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,95.9567
29/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,73.4767
29/09/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
29/09/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
29/09/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
29/09/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
29/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
29/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
29/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
29/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
29/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
29/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
30/09/2021,Otahuhu,N/A,N/A,Simple daily average spot price,115.9358
30/09/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,74.0397
30/09/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
30/09/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
30/09/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
30/09/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
30/09/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
30/09/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
30/09/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
30/09/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
30/09/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
30/09/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
01/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,109.5598
01/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,78.0916
01/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
01/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
01/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
01/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
01/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
01/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
01/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
01/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
01/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
01/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
01/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
02/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,51.8475
02/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,82.6545
03/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,66.4608
03/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,87.4925
04/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,119.1090
04/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,96.2321
04/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
04/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
04/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
04/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
04/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
04/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
04/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
04/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
04/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
04/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
04/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
05/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,99.3071
05/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,98.6843
05/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
05/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
05/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
05/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
05/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
05/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
05/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
05/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
05/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
05/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
05/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
06/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,100.1260
06/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,94.7878
06/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
06/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
06/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
06/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
06/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
06/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
06/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
06/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
06/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
06/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
06/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
07/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,98.0465
07/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,95.0491
07/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
07/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
07/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
07/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
07/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
07/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
07/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
07/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
07/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
07/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
07/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
08/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,44.2608
08/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,86.0897
08/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
08/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
08/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
08/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
08/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
08/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
08/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
08/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
08/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
08/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
08/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
09/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,40.4588
09/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,77.4521
10/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,48.1006
10/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,76.9837
11/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,41.8317
11/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,73.9051
11/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
11/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
11/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
11/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
11/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
11/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
11/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
11/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
11/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
11/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
11/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
12/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,65.1517
12/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,67.1604
12/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
12/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
12/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
12/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
12/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
12/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
12/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
12/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
12/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
12/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
12/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
13/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,149.9358
13/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,73.4890
13/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
13/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
13/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
13/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
13/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
13/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
13/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
13/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
13/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
13/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
13/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
14/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,111.2900
14/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,74.8845
14/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
14/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
14/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
14/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
14/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
14/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
14/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
14/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
14/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
14/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
14/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
15/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,79.6346
15/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,72.5830
15/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
15/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
15/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
15/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
15/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
15/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
15/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
15/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
15/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
15/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
15/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
16/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,43.5317
16/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,72.4919
17/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,45.1406
17/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,73.0771
18/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,25.1825
18/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,70.2123
18/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
18/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
18/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
18/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
18/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
18/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
18/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
18/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
18/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
18/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
18/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
19/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,41.0481
19/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,70.1144
19/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
19/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
19/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
19/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
19/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
19/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
19/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
19/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
19/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
19/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
19/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
20/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,75.4794
20/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,71.4053
20/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
20/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
20/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
20/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
20/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
20/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
20/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
20/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
20/10/2021,Otahuhu,Quarterly,Peak,18 months from 01/04/2025,63.2500
20/10/2021,Otahuhu,Quarterly,Peak,24 months from 01/04/2025,63.2500
20/10/2021,Otahuhu,Quarterly,Peak,30 months from 01/04/2025,63.2500
21/10/2021,Otahuhu,N/A,N/A,Simple daily average spot price,92.3656
21/10/2021,Otahuhu,N/A,N/A,7-day simple moving average spot price,64.2091
21/10/2021,Otahuhu,Quarterly,Peak,All maturities,63.2500
21/10/2021,Otahuhu,Quarterly,Peak,Long-dated,63.2500
21/10/2021,Otahuhu,Quarterly,Peak,Short-dated,63.2500
21/10/2021,Otahuhu,Quarterly,Peak,2022 Calendar year,63.2500
21/10/2021,Otahuhu,Quarterly,Peak,2023 Calendar year,63.2500
21/10/2021,Otahuhu,Quarterly,Peak,2024 Calendar year,63.2500
21/10/2021,Otahuhu,Quarterly,Peak,2025 Calendar year,63.2500
21/10/2021,Otahuhu,Quarterly,Peak,12 months from 01/04/2025,63.2500
