STATION,NODE,YEAR,WEEK,PEAK,SHOULDER,OFFPEAK
Te_Rapa_cogen,NI,2010,33,22.973,10.867,6.531
Te_Rapa_cogen,NI,2010,34,15.251,8.452,6.896
Te_Rapa_cogen,NI,2010,35,8.791,7.405,6.477
Te_Rapa_cogen,NI,2010,36,14.37,9.012,7.293
Te_Rapa_cogen,NI,2010,37,29.573,29.371,29.845
Te_Rapa_cogen,NI,2010,38,29.922,29.87,29.78
Te_Rapa_cogen,NI,2010,39,25.974,18.921,24.196
Te_Rapa_cogen,NI,2010,40,29.107,28.02,29.196
Te_Rapa_cogen,NI,2010,41,29.582,27.916,28.608
Te_Rapa_cogen,NI,2010,42,30.302,29.392,28.843
Te_Rapa_cogen,NI,2010,43,29.343,28.804,29.426
Te_Rapa_cogen,NI,2010,44,28.142,27.159,28.507
Te_Rapa_cogen,NI,2010,45,27.71,26.928,28.083
Te_Rapa_cogen,NI,2010,46,26.736,23.755,27.631
Te_Rapa_cogen,NI,2010,47,27.584,27.22,27.209
Te_Rapa_cogen,NI,2010,48,25.85,25.328,26.698
Te_Rapa_cogen,NI,2010,49,26.602,23.26,11.442
Te_Rapa_cogen,NI,2010,50,25.894,26.113,27.06
Te_Rapa_cogen,NI,2010,51,24.574,24.394,25.711
Te_Rapa_cogen,NI,2010,52,25.872,26.159,27.268
Te_Rapa_cogen,NI,2011,1,26.355,25.913,26.76
Te_Rapa_cogen,NI,2011,2,26.323,26.475,27.616
Te_Rapa_cogen,NI,2011,3,26.379,26.852,27.215
Te_Rapa_cogen,NI,2011,4,26.177,26.418,27.667
Te_Rapa_cogen,NI,2011,5,26.402,27.789,28.181
Te_Rapa_cogen,NI,2011,6,25.35,25.556,26.462
Te_Rapa_cogen,NI,2011,7,27.003,26.63,26.533
Te_Rapa_cogen,NI,2011,8,26.64,26.977,26.84
Te_Rapa_cogen,NI,2011,9,23.809,24.791,27.116
Te_Rapa_cogen,NI,2011,10,29.119,24.448,28.769
Te_Rapa_cogen,NI,2011,11,25.599,26.022,28.088
Te_Rapa_cogen,NI,2011,12,26.869,26.79,25.684
Te_Rapa_cogen,NI,2011,13,29.242,27.317,28.232
Te_Rapa_cogen,NI,2011,14,26.442,20.588,24.478
Te_Rapa_cogen,NI,2011,15,23.599,20.619,16.258
Te_Rapa_cogen,NI,2011,16,33.564,32.439,32.318
Te_Rapa_cogen,NI,2011,17,28.232,28.999,31.394
Te_Rapa_cogen,NI,2011,18,27.555,27.393,28.834
Te_Rapa_cogen,NI,2011,19,29.685,29.472,29.363
Te_Rapa_cogen,NI,2011,20,34.397,32.822,31.758
Te_Rapa_cogen,NI,2011,21,33.8,32.959,34.221
Te_Rapa_cogen,NI,2011,22,35.65,35.069,34.814
Te_Rapa_cogen,NI,2011,23,4.042,1.974,0
Te_Rapa_cogen,NI,2011,24,0,0,0
Te_Rapa_cogen,NI,2011,25,0,0,0
Te_Rapa_cogen,NI,2011,26,38.665,32.653,9.57
Te_Rapa_cogen,NI,2011,27,42.137,35.588,23.735
Te_Rapa_cogen,NI,2011,28,44.45,37.522,29.871
Te_Rapa_cogen,NI,2011,29,42.503,41.773,43.14
Te_Rapa_cogen,NI,2011,30,41.516,40.743,40.549
Te_Rapa_cogen,NI,2011,31,33.757,33.546,35.122
Te_Rapa_cogen,NI,2011,32,30.965,30.523,30.625
Te_Rapa_cogen,NI,2011,33,20.465,16.738,22.46
Te_Rapa_cogen,NI,2011,34,28.882,25.253,21.241
Te_Rapa_cogen,NI,2011,35,29.801,29.535,30.336
Te_Rapa_cogen,NI,2011,36,30.932,29.486,29.59
Te_Rapa_cogen,NI,2011,37,29.652,29.013,29.077
Te_Rapa_cogen,NI,2011,38,28.806,28.206,29.013
Te_Rapa_cogen,NI,2011,39,30.593,28.084,28.852
Te_Rapa_cogen,NI,2011,40,28.183,27.724,28.743
Te_Rapa_cogen,NI,2011,41,27.262,27.001,28.079
Te_Rapa_cogen,NI,2011,42,27.945,27.192,28.286
Te_Rapa_cogen,NI,2011,43,0,7.737,18.473
Te_Rapa_cogen,NI,2011,44,27.004,23.64,19.453
Te_Rapa_cogen,NI,2011,45,27.313,27.062,28.557
Te_Rapa_cogen,NI,2011,46,28.113,27.671,28.318
Te_Rapa_cogen,NI,2011,47,27.681,27.494,28.444
Te_Rapa_cogen,NI,2011,48,28.465,27.604,28.471
Te_Rapa_cogen,NI,2011,49,27.454,27.37,27.86
Te_Rapa_cogen,NI,2011,50,27.374,27.007,27.685
Te_Rapa_cogen,NI,2011,51,26.482,26.221,27.595
Te_Rapa_cogen,NI,2011,52,26.222,26.083,27.122
Te_Rapa_cogen,NI,2012,1,28.229,26.419,27.089
Te_Rapa_cogen,NI,2012,2,26.208,26.239,26.589
Te_Rapa_cogen,NI,2012,3,26.925,25.88,26.634
Te_Rapa_cogen,NI,2012,4,26.096,26.076,27.285
Te_Rapa_cogen,NI,2012,5,26.981,26.049,26.474
Te_Rapa_cogen,NI,2012,6,22.276,19.077,24.217
Te_Rapa_cogen,NI,2012,7,26.192,25.462,26.163
Te_Rapa_cogen,NI,2012,8,26.96,26.309,26.612
Te_Rapa_cogen,NI,2012,9,27.754,25.708,25.729
Te_Rapa_cogen,NI,2012,10,26.745,25.194,27.36
Te_Rapa_cogen,NI,2012,11,28.148,26.627,27.242
Te_Rapa_cogen,NI,2012,12,27.173,27.025,27.512
Te_Rapa_cogen,NI,2012,13,29.72,27.926,28.32
Te_Rapa_cogen,NI,2012,14,25.797,25.758,26.859
Te_Rapa_cogen,NI,2012,15,27.723,27.288,27.572
Te_Rapa_cogen,NI,2012,16,28.538,27.961,28.689
Te_Rapa_cogen,NI,2012,17,28.746,27.976,28.73
Te_Rapa_cogen,NI,2012,18,30.532,29.404,29.494
Te_Rapa_cogen,NI,2012,19,29.784,29.643,30.619
Te_Rapa_cogen,NI,2012,20,34.271,34.253,34.617
Te_Rapa_cogen,NI,2012,21,18.917,15.13,19.143
Te_Rapa_cogen,NI,2012,22,0,0,0
Te_Rapa_cogen,NI,2012,23,0,0,0
Te_Rapa_cogen,NI,2012,24,0,0,0
Te_Rapa_cogen,NI,2012,25,0,0,0
Te_Rapa_cogen,NI,2012,26,26.673,15.424,6.207
Te_Rapa_cogen,NI,2012,27,39.229,23.335,8.762
Te_Rapa_cogen,NI,2012,28,39.872,34.484,18.592
Te_Rapa_cogen,NI,2012,29,38.684,34.212,31.057
Te_Rapa_cogen,NI,2012,30,33.943,32.886,34.981
Te_Rapa_cogen,NI,2012,31,34.178,33.151,32.87
Te_Rapa_cogen,NI,2012,32,30.343,30.335,29.787
Te_Rapa_cogen,NI,2012,33,30.425,29.651,29.973
Te_Rapa_cogen,NI,2012,34,29.868,29.083,29.67
Te_Rapa_cogen,NI,2012,35,29.62,28.95,29.517
Te_Rapa_cogen,NI,2012,36,28.214,28.098,28.424
Te_Rapa_cogen,NI,2012,37,29.138,27.99,28.542
Te_Rapa_cogen,NI,2012,38,29.002,27.906,28.214
Te_Rapa_cogen,NI,2012,39,28.05,27.455,27.982
Te_Rapa_cogen,NI,2012,40,27.483,26.328,27.451
Te_Rapa_cogen,NI,2012,41,27.946,27.097,27.431
Te_Rapa_cogen,NI,2012,42,28.618,27.251,27.58
Te_Rapa_cogen,NI,2012,43,28.771,27.063,27.359
Te_Rapa_cogen,NI,2012,44,27.195,25.529,26.703
Te_Rapa_cogen,NI,2012,45,28.855,26.93,27.626
Te_Rapa_cogen,NI,2012,46,28.984,27.288,27.193
Te_Rapa_cogen,NI,2012,47,27.616,26.585,27.6
Te_Rapa_cogen,NI,2012,48,26.942,26.722,27.501
Te_Rapa_cogen,NI,2012,49,27.775,26.298,26.381
Te_Rapa_cogen,NI,2012,50,25.505,25.318,26.562
Te_Rapa_cogen,NI,2012,51,25.378,25.555,25.772
Te_Rapa_cogen,NI,2012,52,24.056,24.867,25.509
Te_Rapa_cogen,NI,2013,1,26.649,25.273,26.986
Te_Rapa_cogen,NI,2013,2,24.407,24.46,25.292
Te_Rapa_cogen,NI,2013,3,26.689,27.469,28.136
Te_Rapa_cogen,NI,2013,4,25.462,26.119,27.301
Te_Rapa_cogen,NI,2013,5,26.349,26.34,27.429
Te_Rapa_cogen,NI,2013,6,26.695,26.944,27.192
Te_Rapa_cogen,NI,2013,7,26.711,26.682,27.46
Te_Rapa_cogen,NI,2013,8,26.793,26.228,27.324
Te_Rapa_cogen,NI,2013,9,30.995,30.375,29.727
Te_Rapa_cogen,NI,2013,10,32.574,31.161,28.864
Te_Rapa_cogen,NI,2013,11,32.011,31.775,31.209
Te_Rapa_cogen,NI,2013,12,34.329,33.459,35.243
Te_Rapa_cogen,NI,2013,13,33.011,31.867,32.505
Te_Rapa_cogen,NI,2013,14,34.758,34.417,34.981
Te_Rapa_cogen,NI,2013,15,35.688,33.763,34.397
Te_Rapa_cogen,NI,2013,16,34.264,33.866,33.488
Te_Rapa_cogen,NI,2013,17,34.16,33.291,33.159
Te_Rapa_cogen,NI,2013,18,35.197,34.4,35.461
Te_Rapa_cogen,NI,2013,19,31.978,28.603,24.328
Te_Rapa_cogen,NI,2013,20,15.88,15.147,12.265
Te_Rapa_cogen,NI,2013,21,2.839,2.625,0.612
Te_Rapa_cogen,NI,2013,22,6.196,0.001,0
Te_Rapa_cogen,NI,2013,23,7.065,0.583,0
Te_Rapa_cogen,NI,2013,24,19.43,1.639,0.289
Te_Rapa_cogen,NI,2013,25,0,0.001,0
Te_Rapa_cogen,NI,2013,26,0,0.916,0.765
Te_Rapa_cogen,NI,2013,27,4.523,0.001,0
Te_Rapa_cogen,NI,2013,28,32.774,6.388,0
Te_Rapa_cogen,NI,2013,29,14.43,5.225,3.502
Te_Rapa_cogen,NI,2013,30,15.579,16.316,22.567
Te_Rapa_cogen,NI,2013,31,30.664,30.064,29.853
Te_Rapa_cogen,NI,2013,32,30.299,29.871,29.875
Te_Rapa_cogen,NI,2013,33,29.105,28.927,29.143
Te_Rapa_cogen,NI,2013,34,30.056,29.378,29.485
Te_Rapa_cogen,NI,2013,35,29.409,28.568,29.221
Te_Rapa_cogen,NI,2013,36,31.149,29.1,28.906
Te_Rapa_cogen,NI,2013,37,27.76,27.262,27.925
Te_Rapa_cogen,NI,2013,38,28.104,27.01,27.401
Te_Rapa_cogen,NI,2013,39,26.33,27.229,27.019
Te_Rapa_cogen,NI,2013,40,18.162,18.892,19.939
Te_Rapa_cogen,NI,2013,41,27.16,26.462,27.384
Te_Rapa_cogen,NI,2013,42,27.522,26.935,27.21
Te_Rapa_cogen,NI,2013,43,26.252,25.969,26.994
Te_Rapa_cogen,NI,2013,44,28.15,27.209,27.469
Te_Rapa_cogen,NI,2013,45,25.65,25.482,26.299
Te_Rapa_cogen,NI,2013,46,27.054,25.735,26.721
Te_Rapa_cogen,NI,2013,47,23.491,24.046,25.672
Te_Rapa_cogen,NI,2013,48,26.153,26.12,26.161
Te_Rapa_cogen,NI,2013,49,25.949,25.583,26.249
Te_Rapa_cogen,NI,2013,50,23.541,25.14,26.59
Te_Rapa_cogen,NI,2013,51,26.916,26.554,26.771
Te_Rapa_cogen,NI,2013,52,25.176,25.186,26.824
Te_Rapa_cogen,NI,2014,1,24.718,24.72,26.201
Te_Rapa_cogen,NI,2014,2,25.763,26.129,25.988
Te_Rapa_cogen,NI,2014,3,24.943,25.53,25.053
Te_Rapa_cogen,NI,2014,4,25.999,25.725,26.252
Te_Rapa_cogen,NI,2014,5,25.828,27.2,26.042
Te_Rapa_cogen,NI,2014,6,27.593,26.671,25.792
Te_Rapa_cogen,NI,2014,7,25.656,26.087,26.753
Te_Rapa_cogen,NI,2014,8,26.792,25.725,26.275
Te_Rapa_cogen,NI,2014,9,27.934,27.274,27.574
Te_Rapa_cogen,NI,2014,10,28.256,25.365,27.198
Te_Rapa_cogen,NI,2014,11,29.47,27.364,25.771
Te_Rapa_cogen,NI,2014,12,22.023,21.655,25.875
Te_Rapa_cogen,NI,2014,13,22.566,22.285,21.271
Te_Rapa_cogen,NI,2014,14,21.374,21.569,21.578
Te_Rapa_cogen,NI,2014,15,23.665,26.501,25.093
Te_Rapa_cogen,NI,2014,16,32.007,32.401,32.86
Te_Rapa_cogen,NI,2014,17,34.248,33.624,34.345
Te_Rapa_cogen,NI,2014,18,33.884,33.103,32.747
Te_Rapa_cogen,NI,2014,19,34.678,33.819,34.138
Te_Rapa_cogen,NI,2014,20,32.573,30.094,33.115
Te_Rapa_cogen,NI,2014,21,18.211,16.507,4.182
Te_Rapa_cogen,NI,2014,22,14.614,9.554,0.422
Te_Rapa_cogen,NI,2014,23,0.001,0.009,0.003
Te_Rapa_cogen,NI,2014,24,0.007,0.009,0.003
Te_Rapa_cogen,NI,2014,25,7.533,3.416,0.042
Te_Rapa_cogen,NI,2014,26,4.38,1.774,0.351
Te_Rapa_cogen,NI,2014,27,7.891,0.006,0.002
Te_Rapa_cogen,NI,2014,28,1.719,0.117,0.002
Te_Rapa_cogen,NI,2014,29,31.255,21.202,21.837
Te_Rapa_cogen,NI,2014,30,33.314,32.963,33.126
Te_Rapa_cogen,NI,2014,31,31.178,30.661,30.297
Te_Rapa_cogen,NI,2014,32,31.087,30.293,30.56
Te_Rapa_cogen,NI,2014,33,31.999,29.915,17.124
Te_Rapa_cogen,NI,2014,34,29.729,29.223,28.003
Te_Rapa_cogen,NI,2014,35,29.392,28.889,29.183
Te_Rapa_cogen,NI,2014,36,27.6,26.686,27.203
Te_Rapa_cogen,NI,2014,37,27.694,27.112,27.472
Te_Rapa_cogen,NI,2014,38,28.215,27.733,27.706
Te_Rapa_cogen,NI,2014,39,27.349,26.46,27.203
Te_Rapa_cogen,NI,2014,40,27.041,26.697,27.375
Te_Rapa_cogen,NI,2014,41,28.356,26.504,26.993
Te_Rapa_cogen,NI,2014,42,27.359,26.067,27.027
Te_Rapa_cogen,NI,2014,43,26.527,26.146,27.372
Te_Rapa_cogen,NI,2014,44,27.922,27.07,27.084
Te_Rapa_cogen,NI,2014,45,28.227,26.631,27.468
Te_Rapa_cogen,NI,2014,46,26.695,26.433,26.967
Te_Rapa_cogen,NI,2014,47,27.141,26.767,26.781
Te_Rapa_cogen,NI,2014,48,27.27,26.454,27.259
Te_Rapa_cogen,NI,2014,49,26.728,26.584,26.099
Te_Rapa_cogen,NI,2014,50,26.685,26.205,26.242
Te_Rapa_cogen,NI,2014,51,25.713,25.036,25.978
Te_Rapa_cogen,NI,2014,52,20.787,18.324,17.992
Te_Rapa_cogen,NI,2015,1,22.096,20,18.18
Te_Rapa_cogen,NI,2015,2,27.79,24.677,20.506
Te_Rapa_cogen,NI,2015,3,25.8,23.047,16.372
Te_Rapa_cogen,NI,2015,4,25.541,25.857,26.109
Te_Rapa_cogen,NI,2015,5,27.61,27.572,25.674
Te_Rapa_cogen,NI,2015,6,27.341,26.356,26.176
Te_Rapa_cogen,NI,2015,7,28.79,27.097,25.503
Te_Rapa_cogen,NI,2015,8,29.324,27.732,26.643
Te_Rapa_cogen,NI,2015,9,28.77,28.537,27.148
Te_Rapa_cogen,NI,2015,10,30.862,30.308,30.694
Te_Rapa_cogen,NI,2015,11,29.344,28.744,28.946
Te_Rapa_cogen,NI,2015,12,27.767,27.316,28.173
Te_Rapa_cogen,NI,2015,13,29.034,28.215,28.342
Te_Rapa_cogen,NI,2015,14,28.896,27.466,27.9
Te_Rapa_cogen,NI,2015,15,32.01,30.396,28.9
Te_Rapa_cogen,NI,2015,16,29.544,28.569,29.099
Te_Rapa_cogen,NI,2015,17,16.196,20.982,27.736
Te_Rapa_cogen,NI,2015,18,12.642,13.636,8.459
Te_Rapa_cogen,NI,2015,19,25.949,22.082,13.197
Te_Rapa_cogen,NI,2015,20,28.421,25.53,25.091
Te_Rapa_cogen,NI,2015,21,0.711,6.026,6.674
Te_Rapa_cogen,NI,2015,22,0.003,0.007,0.002
Te_Rapa_cogen,NI,2015,23,0,0.008,0.002
Te_Rapa_cogen,NI,2015,24,0.001,0.007,0.003
Te_Rapa_cogen,NI,2015,25,0.105,0.007,0.002
Te_Rapa_cogen,NI,2015,26,5.591,5.515,0.003
Te_Rapa_cogen,NI,2015,27,14.272,8.585,4.218
Te_Rapa_cogen,NI,2015,28,37.202,24.762,9.79
Te_Rapa_cogen,NI,2015,29,29.652,16.137,11.823
Te_Rapa_cogen,NI,2015,30,32.624,28.633,29.555
Te_Rapa_cogen,NI,2015,31,32.203,31.417,31.616
Te_Rapa_cogen,NI,2015,32,32.435,31.504,31.9
Te_Rapa_cogen,NI,2015,33,31.69,31.175,31.477
Te_Rapa_cogen,NI,2015,34,33.094,32.22,32.15
Te_Rapa_cogen,NI,2015,35,30.189,29.851,30.653
Te_Rapa_cogen,NI,2015,36,30.575,29.915,30.222
Te_Rapa_cogen,NI,2015,37,29.184,28.71,30.586
Te_Rapa_cogen,NI,2015,38,22.924,18.021,16.68
Te_Rapa_cogen,NI,2015,39,29.851,29.132,30.211
Te_Rapa_cogen,NI,2015,40,30.008,29.007,29.839
Te_Rapa_cogen,NI,2015,41,30.388,29.669,29.536
Te_Rapa_cogen,NI,2015,42,19.596,13.322,9.383
Te_Rapa_cogen,NI,2015,43,30.461,28.473,28.792
Te_Rapa_cogen,NI,2015,44,29.702,29.336,29.308
Te_Rapa_cogen,NI,2015,45,29.855,28.158,29.298
Te_Rapa_cogen,NI,2015,46,29.096,28.74,29.712
Te_Rapa_cogen,NI,2015,47,29.119,28.169,28.87
Te_Rapa_cogen,NI,2015,48,29.359,27.961,28.293
Te_Rapa_cogen,NI,2015,49,28.534,28.036,28.814
Te_Rapa_cogen,NI,2015,50,29.101,28.433,28.76
Te_Rapa_cogen,NI,2015,51,29.208,28.208,28.596
Te_Rapa_cogen,NI,2015,52,27.202,25.251,26.449
Te_Rapa_cogen,NI,2016,1,25.927,26.58,27.549
Te_Rapa_cogen,NI,2016,2,28.754,27.842,27.69
Te_Rapa_cogen,NI,2016,3,28.529,27.075,27.333
Te_Rapa_cogen,NI,2016,4,25.421,25.851,27.205
Te_Rapa_cogen,NI,2016,5,27.737,26.576,26.865
Te_Rapa_cogen,NI,2016,6,28.6,27.03,26.642
Te_Rapa_cogen,NI,2016,7,28.56,28.257,27.618
Te_Rapa_cogen,NI,2016,8,30.878,29.032,29.492
Te_Rapa_cogen,NI,2016,9,29.528,29.69,30.758
Te_Rapa_cogen,NI,2016,10,31.959,30.578,30.928
Te_Rapa_cogen,NI,2016,11,31.901,31.318,32.743
Te_Rapa_cogen,NI,2016,12,32.406,32.431,33.294
Te_Rapa_cogen,NI,2016,13,27.94,29.134,30.091
Te_Rapa_cogen,NI,2016,14,29.751,28.097,32.635
Te_Rapa_cogen,NI,2016,15,31.064,30.968,32.136
Te_Rapa_cogen,NI,2016,16,33.605,32.959,32.95
Te_Rapa_cogen,NI,2016,17,36.331,35.169,35.237
Te_Rapa_cogen,NI,2016,18,30.255,29.982,31.907
Te_Rapa_cogen,NI,2016,19,31.579,31.051,31.025
Te_Rapa_cogen,NI,2016,20,39.591,37.068,37.663
Te_Rapa_cogen,NI,2016,21,1.97,11.339,21.436
Te_Rapa_cogen,NI,2016,22,0.001,0.009,0.003
Te_Rapa_cogen,NI,2016,23,0.002,0.007,0.002
Te_Rapa_cogen,NI,2016,24,15.29,6.524,0.942
Te_Rapa_cogen,NI,2016,25,0.001,0.008,0.002
Te_Rapa_cogen,NI,2016,26,21.526,0.357,0.002
Te_Rapa_cogen,NI,2016,27,44.843,14.875,0.36
Te_Rapa_cogen,NI,2016,28,30.178,11.307,3.537
Te_Rapa_cogen,NI,2016,29,28.753,2.663,0.278
Te_Rapa_cogen,NI,2016,30,33.658,26.025,12.838
Te_Rapa_cogen,NI,2016,31,28.554,13.302,17.814
Te_Rapa_cogen,NI,2016,32,29.579,9.583,5.665
Te_Rapa_cogen,NI,2016,33,32.084,30.912,31.554
Te_Rapa_cogen,NI,2016,34,32.431,31.154,31.122
Te_Rapa_cogen,NI,2016,35,32.012,31.528,30.618
Te_Rapa_cogen,NI,2016,36,30.78,29.479,29.577
Te_Rapa_cogen,NI,2016,37,30.719,29.511,30.222
Te_Rapa_cogen,NI,2016,38,30.125,29.265,28.691
Te_Rapa_cogen,NI,2016,39,27.958,27.926,27.921
Te_Rapa_cogen,NI,2016,40,30.229,29.35,28.56
Te_Rapa_cogen,NI,2016,41,30.14,28.204,29.869
Te_Rapa_cogen,NI,2016,42,29.263,28.397,29.79
Te_Rapa_cogen,NI,2016,43,28.668,28.395,29.096
Te_Rapa_cogen,NI,2016,44,29.413,28.929,29.715
Te_Rapa_cogen,NI,2016,45,30.321,29.034,29.213
Te_Rapa_cogen,NI,2016,46,29.478,28.815,29.338
Te_Rapa_cogen,NI,2016,47,28.02,28.493,29.029
Te_Rapa_cogen,NI,2016,48,29.575,28.819,29.374
Te_Rapa_cogen,NI,2016,49,24.39,22.644,12.741
Te_Rapa_cogen,NI,2016,50,28.154,28.911,29.246
Te_Rapa_cogen,NI,2016,51,30.394,29.303,29.845
Te_Rapa_cogen,NI,2016,52,30.322,29.908,31.519
Te_Rapa_cogen,NI,2017,1,27.908,28.23,28.747
Te_Rapa_cogen,NI,2017,2,28.068,27.885,28.815
Te_Rapa_cogen,NI,2017,3,27.035,27.85,28.484
Te_Rapa_cogen,NI,2017,4,28.619,27.904,28.634
Te_Rapa_cogen,NI,2017,5,28.174,27.96,28.942
Te_Rapa_cogen,NI,2017,6,27.016,27.332,27.944
Te_Rapa_cogen,NI,2017,7,28.336,29.203,28.587
Te_Rapa_cogen,NI,2017,8,29.24,28.037,29.932
Te_Rapa_cogen,NI,2017,9,30.927,29.98,28.703
Te_Rapa_cogen,NI,2017,10,30.877,29.709,30.053
Te_Rapa_cogen,NI,2017,11,31.222,30.166,30.364
Te_Rapa_cogen,NI,2017,12,29.545,28.206,28.749
Te_Rapa_cogen,NI,2017,13,28.181,29.054,29.902
Te_Rapa_cogen,NI,2017,14,33.669,32.175,31.682
Te_Rapa_cogen,NI,2017,15,28.479,28.884,29.929
Te_Rapa_cogen,NI,2017,16,33.323,32.928,32.664
Te_Rapa_cogen,NI,2017,17,32.636,28.425,28.383
Te_Rapa_cogen,NI,2017,18,34.114,28.823,21.548
Te_Rapa_cogen,NI,2017,19,36.873,35.848,34.003
Te_Rapa_cogen,NI,2017,20,33.264,28.57,15.139
Te_Rapa_cogen,NI,2017,21,0.002,0.013,0.005
Te_Rapa_cogen,NI,2017,22,40.781,28.225,1.826
Te_Rapa_cogen,NI,2017,23,20.296,9.773,0.545
Te_Rapa_cogen,NI,2017,24,26.779,26.45,22.28
Te_Rapa_cogen,NI,2017,25,43.091,37.139,29.357
Te_Rapa_cogen,NI,2017,26,44.469,43.518,43.886
Te_Rapa_cogen,NI,2017,27,44.511,43.046,42.975
Te_Rapa_cogen,NI,2017,28,44.02,43.07,41.485
Te_Rapa_cogen,NI,2017,29,42.114,41.212,41.179
Te_Rapa_cogen,NI,2017,30,37.371,37.17,37.776
Te_Rapa_cogen,NI,2017,31,35.34,34.314,34.214
Te_Rapa_cogen,NI,2017,32,32.466,32.207,32.739
Te_Rapa_cogen,NI,2017,33,33.44,30.104,29.351
Te_Rapa_cogen,NI,2017,34,32.367,25.83,22.824
Te_Rapa_cogen,NI,2017,35,30.867,30.441,31.002
Te_Rapa_cogen,NI,2017,36,31.133,30.059,29.789
Te_Rapa_cogen,NI,2017,37,29.983,28.661,29.414
Te_Rapa_cogen,NI,2017,38,30.795,30.171,30.257
Te_Rapa_cogen,NI,2017,39,28.311,27.816,28.665
Te_Rapa_cogen,NI,2017,40,28.69,28.012,27.954
Te_Rapa_cogen,NI,2017,41,27.561,27.41,27.496
Te_Rapa_cogen,NI,2017,42,29.101,28.528,28.636
Te_Rapa_cogen,NI,2017,43,28.464,28.248,28.755
Te_Rapa_cogen,NI,2017,44,27.613,27.707,27.688
Te_Rapa_cogen,NI,2017,45,27.487,24.995,20.83
Te_Rapa_cogen,NI,2017,46,28.101,25.568,19.633
Te_Rapa_cogen,NI,2017,47,26.816,26.857,27.615
Te_Rapa_cogen,NI,2017,48,29.898,28.7,27.466
Te_Rapa_cogen,NI,2017,49,29.908,29.266,26.349
Te_Rapa_cogen,NI,2017,50,29.985,28.407,27.754
Te_Rapa_cogen,NI,2017,51,27.827,27.553,26.621
Te_Rapa_cogen,NI,2017,52,26.903,26.864,27.517
Te_Rapa_cogen,NI,2018,1,24.595,26.835,27.395
Te_Rapa_cogen,NI,2018,2,26.621,26.743,27.058
Te_Rapa_cogen,NI,2018,3,29.07,27.616,26.083
Te_Rapa_cogen,NI,2018,4,27.767,26.127,25.06
Te_Rapa_cogen,NI,2018,5,28.599,26.943,27.039
Te_Rapa_cogen,NI,2018,6,27.77,26.855,26.362
Te_Rapa_cogen,NI,2018,7,25.978,26.295,26.362
Te_Rapa_cogen,NI,2018,8,27.623,26.863,26.927
Te_Rapa_cogen,NI,2018,9,27.944,27.58,28.022
Te_Rapa_cogen,NI,2018,10,26.308,26.854,27.762
Te_Rapa_cogen,NI,2018,11,28.585,24.536,13.928
Te_Rapa_cogen,NI,2018,12,18.183,10.645,16.562
Te_Rapa_cogen,NI,2018,13,27.379,27.488,28.404
Te_Rapa_cogen,NI,2018,14,29.617,28.667,29.753
Te_Rapa_cogen,NI,2018,15,29.853,27.762,28.881
Te_Rapa_cogen,NI,2018,16,27.568,27.506,28.361
Te_Rapa_cogen,NI,2018,17,29.555,30.087,31.18
Te_Rapa_cogen,NI,2018,18,33.018,24.71,16.941
Te_Rapa_cogen,NI,2018,19,0.001,0.014,0.003
Te_Rapa_cogen,NI,2018,20,0.001,0.013,0.003
Te_Rapa_cogen,NI,2018,21,0.002,0.011,0.004
Te_Rapa_cogen,NI,2018,22,0.001,0.012,0.004
Te_Rapa_cogen,NI,2018,23,2.741,0.784,0.125
Te_Rapa_cogen,NI,2018,24,0.002,0.01,0.004
Te_Rapa_cogen,NI,2018,25,18.495,6.318,2.042
Te_Rapa_cogen,NI,2018,26,43.661,31.632,22.394
Te_Rapa_cogen,NI,2018,27,43.48,33.345,9.809
Te_Rapa_cogen,NI,2018,28,19.614,1.065,0.004
Te_Rapa_cogen,NI,2018,29,0.003,0.01,0.004
Te_Rapa_cogen,NI,2018,30,36.272,22.557,20.961
Te_Rapa_cogen,NI,2018,31,36.22,34.222,32.389
Te_Rapa_cogen,NI,2018,32,33.476,33.229,33.344
Te_Rapa_cogen,NI,2018,33,32.9,32.793,33.08
Te_Rapa_cogen,NI,2018,34,32.781,32.353,33.139
Te_Rapa_cogen,NI,2018,35,33.935,32.785,32.864
Te_Rapa_cogen,NI,2018,36,32.523,32.139,32.208
Te_Rapa_cogen,NI,2018,37,32.807,31.487,31.448
Te_Rapa_cogen,NI,2018,38,29.504,25.382,16.875
Te_Rapa_cogen,NI,2018,39,3.453,9.545,20.742
Te_Rapa_cogen,NI,2018,40,32.101,31.018,31.848
Te_Rapa_cogen,NI,2018,41,32.57,32.114,32.565
Te_Rapa_cogen,NI,2018,42,33.54,32.016,31.604
Te_Rapa_cogen,NI,2018,43,31.65,31.356,31.256
Te_Rapa_cogen,NI,2018,44,30.542,30.16,31.582
Te_Rapa_cogen,NI,2018,45,29.664,29.712,30.364
Te_Rapa_cogen,NI,2018,46,30.028,29.423,30.239
Te_Rapa_cogen,NI,2018,47,32.783,31.013,30.49
Te_Rapa_cogen,NI,2018,48,29.524,23.823,13.727
Te_Rapa_cogen,NI,2018,49,30.241,30.977,29.161
Te_Rapa_cogen,NI,2018,50,30.137,29.724,31.002
Te_Rapa_cogen,NI,2018,51,31.961,31.534,31.171
Te_Rapa_cogen,NI,2018,52,29.826,29.771,30.553
Te_Rapa_cogen,NI,2019,1,27.565,27.962,29.143
Te_Rapa_cogen,NI,2019,2,28.952,28.857,29.211
