,,coal,diesel,gas,CO2
CO2_CONTENT,,0.09218,0.06939,0.05397,
YEAR,WEEK,,,,
2024,41,12.54,39.94,15.75,59.71
2024,42,12.54,39.94,13.18,60.28
2024,43,12.54,39.94,11.53,60.73
2024,44,12.44,40.35,10.16,61.64
2024,45,12.29,40.9,8.62,62.38
2024,46,12.29,40.9,6.67,62.64
2024,47,12.29,40.9,5.59,62.81
2024,48,12.26,41,5.23,63.43
2024,49,12.08,41.58,5.05,64.19
2024,50,12.08,41.58,4.99,64.37
2024,51,12.08,41.58,4.87,63.94
2024,52,12.08,41.58,4.79,62.85
2025,1,12.12,43.86,4.7,62.98
2025,2,12.12,43.86,4.77,62.96
2025,3,12.12,43.86,4.71,62.86
2025,4,12.12,43.86,4.98,62.88
2025,5,12.14,44.32,5.36,62.92
2025,6,12.15,44.66,5.53,62.92
2025,7,12.15,44.66,5.8,62.9
2025,8,12.15,44.66,6.17,62.85
2025,9,11.95,44.25,6.62,62.86
2025,10,11.8,43.94,7.63,62.8
2025,11,11.8,43.94,8.6,62.72
2025,12,11.8,43.94,9.72,62.29
2025,13,11.74,43.83,11.21,61.85
2025,14,11.37,43.18,12.97,61.36
2025,15,11.37,43.18,13.98,60.83
2025,16,11.37,43.18,15.09,60.33
2025,17,11.37,43.18,15.73,59.49
2025,18,11.33,41.69,16.36,58.86
2025,19,11.33,41.44,17,58.13
2025,20,11.33,41.44,17.34,57.3
2025,21,11.33,41.44,17.37,56.99
2025,22,10.86,41.03,17.2,56.45
2025,23,10.25,40.49,17.16,55.87
2025,24,10.25,40.49,17.09,55.46
2025,25,10.25,40.49,16.74,54.75
2025,26,10.28,40.65,16.04,54.31
2025,27,10.46,41.61,15.06,53.88
2025,28,10.46,41.61,14.52,53.92
2025,29,10.46,41.61,14.1,54.12
2025,30,10.46,41.61,13.83,54.46
2025,31,10.46,41.68,13.3,54.85
2025,32,10.46,41.7,12.9,55.45
2025,33,10.46,41.7,12.87,56.08
2025,34,10.46,41.7,13.54,56.55
2025,35,10.46,41.76,13.72,56.58
2025,36,10.46,41.91,13.71,56.79
2025,37,10.46,41.91,13.37,57.1
2025,38,10.46,41.91,13.19,57.17
2025,39,10.46,41.91,13.03,57.14
2025,40,11.47,42.44,12.98,57.13
2025,41,11.47,42.44,12.95,57.06
2025,42,11.47,42.44,12.9,56.94
2025,43,11.47,42.44,12.4,56.76
2025,44,11.47,43.38,11.97,56.65
2025,45,11.47,44.08,11.68,56.34
2025,46,11.47,44.08,11.17,56.06
2025,47,11.47,44.08,10.22,55.71
2025,48,11.29,42.52,9.52,55.19
2025,49,11.29,42.52,9.1,54.62
2025,50,11.29,42.52,8.9,53.56
2025,51,11.29,42.52,8.56,52.95
2025,52,11.29,42.52,11.73,58.11
2026,1,11.29,42.52,11.73,58.11
2026,2,11.29,42.52,11.73,58.11
2026,3,11.29,42.52,11.73,58.11
2026,4,11.29,42.52,11.73,58.11
2026,5,11.29,42.52,11.73,58.11
2026,6,11.29,42.52,11.73,58.11
2026,7,11.29,42.52,11.73,58.11
2026,8,11.29,42.52,11.73,58.11
2026,9,11.29,42.52,11.73,58.11
2026,10,11.29,42.52,11.73,58.11
2026,11,11.29,42.52,11.73,58.11
2026,12,11.29,42.52,11.73,58.11
2026,13,11.29,42.52,11.73,58.11
2026,14,11.29,42.52,11.73,58.11
2026,15,11.29,42.52,11.73,58.11
2026,16,11.29,42.52,11.73,58.11
2026,17,11.29,42.52,11.73,58.11
2026,18,11.29,42.52,11.73,58.11
2026,19,11.29,42.52,11.73,58.11
2026,20,11.29,42.52,11.73,58.11
2026,21,11.29,42.52,11.73,58.11
2026,22,11.29,42.52,11.73,58.11
2026,23,11.29,42.52,11.73,58.11
2026,24,11.29,42.52,11.73,58.11
2026,25,11.29,42.52,11.73,58.11
2026,26,11.29,42.52,11.73,58.11
2026,27,11.29,42.52,11.73,58.11
2026,28,11.29,42.52,11.73,58.11
2026,29,11.29,42.52,11.73,58.11
2026,30,11.29,42.52,11.73,58.11
2026,31,11.29,42.52,11.73,58.11
2026,32,11.29,42.52,11.73,58.11
2026,33,11.29,42.52,11.73,58.11
2026,34,11.29,42.52,11.73,58.11
2026,35,11.29,42.52,11.73,58.11
2026,36,11.29,42.52,11.73,58.11
2026,37,11.29,42.52,11.73,58.11
2026,38,11.29,42.52,11.73,58.11
2026,39,11.29,42.52,11.73,58.11
2026,40,11.29,42.52,11.73,58.11
2026,41,11.29,42.52,11.73,58.11
2026,42,11.29,42.52,11.73,58.11
2026,43,11.29,42.52,11.73,58.11
2026,44,11.29,42.52,11.73,58.11
2026,45,11.29,42.52,11.73,58.11
2026,46,11.29,42.52,11.73,58.11
2026,47,11.29,42.52,11.73,58.11
2026,48,11.29,42.52,11.73,58.11
2026,49,11.29,42.52,11.73,58.11
2026,50,11.29,42.52,11.73,58.11
2026,51,11.29,42.52,11.73,58.11
2026,52,11.29,42.52,11.73,58.11
