hub,woy,daytype,tp,mw
BEN,6,weekday,32,206.46735833333338
BEN,6,weekday,33,205.67858333333334
BEN,6,weekday,34,210.42516666666666
BEN,6,weekday,35,213.55575
BEN,6,weekday,36,216.49699999999999
BEN,6,weekday,37,214.8144333333333
BEN,6,weekday,38,212.35595833333335
BEN,6,weekday,39,173.62995833333332
BEN,6,weekday,40,172.41821666666667
BEN,6,weekday,41,206.79695833333335
BEN,6,weekday,42,198.40066666666667
BEN,6,weekday,43,228.1495
BEN,6,weekday,44,197.19233333333335
BEN,6,weekday,45,215.07169166666668
BEN,6,weekday,46,180.86358333333334
BEN,6,weekday,47,154.294625
BEN,6,weekday,48,150.59536666666665
BEN,7,weekday,1,183.26375000000002
BEN,7,weekday,2,158.29738333333333
BEN,7,weekday,3,151.65979166666668
BEN,7,weekday,4,151.32558333333333
BEN,7,weekday,5,150.97134166666666
BEN,7,weekday,6,147.59966666666668
BEN,7,weekday,7,145.54126666666667
BEN,7,weekday,8,146.13958333333332
BEN,7,weekday,9,149.96821666666665
BEN,7,weekday,10,152.63266666666667
BEN,7,weekday,11,144.4747
BEN,7,weekday,12,168.00737500000002
BEN,7,weekday,13,162.45120833333334
BEN,7,weekday,14,197.606375
BEN,7,weekday,15,184.40658333333334
BEN,7,weekday,16,193.37533333333334
BEN,7,weekday,17,259.6277916666666
BEN,7,weekday,18,257.0505
BEN,7,weekday,19,252.85220833333335
BEN,7,weekday,20,246.56808333333333
BEN,7,weekday,21,246.97535833333336
BEN,7,weekday,22,248.8483333333333
BEN,7,weekday,23,251.64749999999998
BEN,7,weekday,24,246.19310833333333
BEN,7,weekday,25,217.83583333333334
BEN,7,weekday,26,217.44371666666666
BEN,7,weekday,27,187.93804166666666
BEN,7,weekday,28,187.98676666666668
BEN,7,weekday,29,189.16658333333334
BEN,7,weekday,30,187.54156666666665
BEN,7,weekday,31,188.3375166666667
BEN,7,weekday,32,194.0034583333333
BEN,7,weekday,33,192.964
BEN,7,weekday,34,194.71646666666666
BEN,7,weekday,35,197.03145833333332
BEN,7,weekday,36,200.95470833333337
BEN,7,weekday,37,196.90991666666667
BEN,7,weekday,38,219.7445
BEN,7,weekday,39,187.7883333333333
BEN,7,weekday,40,214.3215833333333
BEN,7,weekday,41,184.2085
BEN,7,weekday,42,187.0160833333333
BEN,7,weekday,43,216.14260833333333
BEN,7,weekday,44,180.590575
BEN,7,weekday,45,168.76241666666664
BEN,7,weekday,46,163.57737500000002
BEN,7,weekday,47,163.40270833333335
BEN,7,weekday,48,154.29228333333336
BEN,7,weekend,1,192.23566666666665
BEN,7,weekend,2,186.41216666666668
BEN,7,weekend,3,181.34443333333337
BEN,7,weekend,4,144.06016666666667
BEN,7,weekend,5,142.2065
BEN,7,weekend,6,142.2237
BEN,7,weekend,7,140.10116666666667
BEN,7,weekend,8,142.2633
BEN,7,weekend,9,172.11746666666664
BEN,7,weekend,10,144.0294
BEN,7,weekend,11,179.2388
BEN,7,weekend,12,149.26693333333327
BEN,7,weekend,13,151.72346666666667
BEN,7,weekend,14,191.5116666666667
BEN,7,weekend,15,196.98583333333335
BEN,7,weekend,16,161.3435
BEN,7,weekend,17,171.12091666666666
BEN,7,weekend,18,174.03416666666666
BEN,7,weekend,19,177.39666666666665
BEN,7,weekend,20,234.3779666666667
BEN,7,weekend,21,238.40633333333332
BEN,7,weekend,22,233.16433333333333
BEN,7,weekend,23,232.03116666666665
BEN,7,weekend,24,231.34224999999995
BEN,7,weekend,25,231.08916666666667
BEN,7,weekend,26,229.50116666666665
BEN,7,weekend,27,223.87953333333334
BEN,7,weekend,28,220.68699999999998
BEN,7,weekend,29,223.73843333333332
BEN,7,weekend,30,222.5765
BEN,7,weekend,31,224.6374166666667
BEN,7,weekend,32,223.39974999999998
