hub,woy,daytype,tp,mw
HAY,33,weekday,12,545.3141666666667
HAY,33,weekday,13,595.7153333333333
HAY,33,weekday,14,678.7750666666666
HAY,33,weekday,15,741.6653749999999
HAY,33,weekday,16,780.9235416666666
HAY,33,weekday,17,785.8168333333333
HAY,33,weekday,18,798.6437083333333
HAY,33,weekday,19,748.165
HAY,33,weekday,20,798.20325
HAY,33,weekday,21,801.078125
HAY,33,weekday,22,804.8453833333333
HAY,33,weekday,23,814.3605249999999
HAY,33,weekday,24,822.96145
HAY,33,weekday,25,805.2261249999999
HAY,33,weekday,26,793.9880833333333
HAY,33,weekday,27,820.90875
HAY,33,weekday,28,797.3535833333333
HAY,33,weekday,29,798.318575
HAY,33,weekday,30,799.3724166666667
HAY,33,weekday,31,810.4038
HAY,33,weekday,32,824.1810250000001
HAY,33,weekday,33,845.4539333333335
HAY,33,weekday,34,854.7999833333333
HAY,33,weekday,35,900.7481416666667
HAY,33,weekday,36,949.6964666666665
HAY,33,weekday,37,927.9161333333334
HAY,33,weekday,38,926.6661916666667
HAY,33,weekday,39,861.5524833333334
HAY,33,weekday,40,879.0608749999999
HAY,33,weekday,41,835.9835416666665
HAY,33,weekday,42,818.5529166666668
HAY,33,weekday,43,804.7633083333335
HAY,33,weekday,44,751.3974916666666
HAY,33,weekday,45,700.2956666666665
HAY,33,weekday,46,662.4163166666666
HAY,33,weekday,47,615.0684666666666
HAY,33,weekday,48,588.101275
HAY,34,weekday,1,492.4345666666667
HAY,34,weekday,2,463.62250000000006
HAY,34,weekday,3,448.42708333333337
HAY,34,weekday,4,446.44351666666665
HAY,34,weekday,5,430.8845416666667
HAY,34,weekday,6,433.5080416666667
HAY,34,weekday,7,431.28683333333333
HAY,34,weekday,8,422.82170833333333
HAY,34,weekday,9,402.67024999999995
HAY,34,weekday,10,440.0340833333333
HAY,34,weekday,11,475.6327333333333
HAY,34,weekday,12,496.7079166666667
HAY,34,weekday,13,555.7525
HAY,34,weekday,14,592.0693333333334
HAY,34,weekday,15,651.9297500000001
HAY,34,weekday,16,691.399225
HAY,34,weekday,17,711.3791666666666
HAY,34,weekday,18,745.3405750000001
HAY,34,weekday,19,742.1849666666667
HAY,34,weekday,20,729.6398583333332
HAY,34,weekday,21,716.39895
HAY,34,weekday,22,704.47715
HAY,34,weekday,23,694.56455
HAY,34,weekday,24,643.2718749999999
HAY,34,weekday,25,653.5744666666667
HAY,34,weekday,26,632.3445416666666
HAY,34,weekday,27,684.7244166666667
HAY,34,weekday,28,598.712
HAY,34,weekday,29,658.4327000000001
HAY,34,weekday,30,656.7519333333335
HAY,34,weekday,31,665.1746416666665
HAY,34,weekday,32,677.6654083333333
HAY,34,weekday,33,697.8607916666667
HAY,34,weekday,34,735.1670666666666
HAY,34,weekday,35,793.6327333333334
HAY,34,weekday,36,862.8018999999997
HAY,34,weekday,37,896.1338833333332
HAY,34,weekday,38,861.199833333333
HAY,34,weekday,39,823.793
HAY,34,weekday,40,803.7382416666667
HAY,34,weekday,41,768.8479583333334
HAY,34,weekday,42,740.6871000000001
HAY,34,weekday,43,714.5792083333333
HAY,34,weekday,44,662.1132249999999
HAY,34,weekday,45,629.8287083333335
HAY,34,weekday,46,587.9626833333334
HAY,34,weekday,47,564.839875
HAY,34,weekday,48,531.9894166666668
HAY,34,weekend,1,503.2456666666666
HAY,34,weekend,2,481.9532499999999
HAY,34,weekend,3,456.01441666666665
HAY,34,weekend,4,364.14799999999997
HAY,34,weekend,5,433.5154999999999
HAY,34,weekend,6,425.0254999999999
HAY,34,weekend,7,419.3421666666667
HAY,34,weekend,8,393.9655000000001
HAY,34,weekend,9,414.87343333333337
HAY,34,weekend,10,419.05083333333334
HAY,34,weekend,11,431.4550833333334
HAY,34,weekend,12,455.59496666666666
HAY,34,weekend,13,481.57245
HAY,34,weekend,14,508.05166666666673
HAY,34,weekend,15,529.1435
HAY,34,weekend,16,550.3310000000001
HAY,34,weekend,17,578.9756666666667
HAY,34,weekend,18,599.4079666666668
HAY,34,weekend,19,621.9572499999999
HAY,34,weekend,20,636.2987333333333
HAY,34,weekend,21,641.4243666666666
HAY,34,weekend,22,644.4882
HAY,34,weekend,23,645.7625
HAY,34,weekend,24,647.4846666666666
HAY,34,weekend,25,652.0577
HAY,34,weekend,26,641.6220833333333
HAY,34,weekend,27,627.4491666666667
HAY,34,weekend,28,619.4763333333333
HAY,34,weekend,29,617.3511666666667
HAY,34,weekend,30,622.9423333333332
HAY,34,weekend,31,634.1394166666666
HAY,34,weekend,32,646.9899999999998
HAY,34,weekend,33,674.3868333333335
HAY,34,weekend,34,715.0681666666667
HAY,34,weekend,35,765.4778333333334
HAY,34,weekend,36,826.2745833333332
HAY,34,weekend,37,866.5080833333333
HAY,34,weekend,38,819.64525
HAY,34,weekend,39,811.0977500000001
HAY,34,weekend,40,771.0626999999998
HAY,34,weekend,41,735.2511666666666
HAY,34,weekend,42,703.0130833333334
HAY,34,weekend,43,676.6147500000001
HAY,34,weekend,44,641.6016666666667
HAY,34,weekend,45,596.9986333333334
HAY,34,weekend,46,559.1588333333334
HAY,34,weekend,47,538.3939333333334
HAY,34,weekend,48,503.84316666666655
HAY,35,weekday,1,558.2728333333332
HAY,35,weekday,2,530.1082333333333
HAY,35,weekday,3,514.44375
HAY,35,weekday,4,498.6681666666666
HAY,35,weekday,5,489.3423999999999
HAY,35,weekday,6,483.28349999999995
HAY,35,weekday,7,484.35108333333335
HAY,35,weekday,8,483.5094000000002
HAY,35,weekday,9,493.3074333333334
HAY,35,weekday,10,508.87609999999995
HAY,35,weekday,11,541.0412833333332
HAY,35,weekday,12,586.3296666666665
HAY,35,weekday,13,657.6250833333334
HAY,35,weekday,14,701.7567499999999
HAY,35,weekday,15,803.3811666666666
HAY,35,weekday,16,825.3485
HAY,35,weekday,17,862.0088333333334
HAY,35,weekday,18,864.3311166666668
HAY,35,weekday,19,840.6163333333334
HAY,35,weekday,20,842.5140999999998
HAY,35,weekday,21,781.6289666666667
HAY,35,weekday,22,757.3290000000001
HAY,35,weekday,23,742.3141333333332
HAY,35,weekday,24,727.0212333333336
HAY,35,weekday,25,714.1706666666666
HAY,35,weekday,26,689.2536333333333
HAY,35,weekday,27,697.1896666666667
HAY,35,weekday,28,678.6954166666669
HAY,35,weekday,29,643.7722
HAY,35,weekday,30,637.4375000000001
HAY,35,weekday,31,648.3123166666664
HAY,35,weekday,32,653.2105833333331
HAY,35,weekday,33,668.1179999999999
HAY,35,weekday,34,689.8336333333334
HAY,35,weekday,35,716.0208333333331
HAY,35,weekday,36,783.1346333333332
HAY,35,weekday,37,843.6589166666665
HAY,35,weekday,38,870.6926666666668
HAY,35,weekday,39,854.7049999999998
HAY,35,weekday,40,828.0234333333333
HAY,35,weekday,41,804.1073333333334
HAY,35,weekday,42,779.5584333333334
HAY,35,weekday,43,752.8091666666666
HAY,35,weekday,44,713.8610833333332
HAY,35,weekday,45,656.3803166666665
HAY,35,weekday,46,605.924
HAY,35,weekday,47,584.6341666666667
HAY,35,weekday,48,576.0626666666668
HAY,35,weekend,1,534.7820666666668
HAY,35,weekend,2,513.6379999999999
HAY,35,weekend,3,494.1340999999999
HAY,35,weekend,4,486.4005
HAY,35,weekend,5,475.98333333333335
HAY,35,weekend,6,468.02966666666674
HAY,35,weekend,7,465.8373333333334
HAY,35,weekend,8,450.88610000000006
HAY,35,weekend,9,453.501
HAY,35,weekend,10,460.38570000000004
HAY,35,weekend,11,481.8936666666666
HAY,35,weekend,12,508.6205
HAY,35,weekend,13,545.7543000000001
HAY,35,weekend,14,579.0506666666668
HAY,35,weekend,15,606.6508333333334
HAY,35,weekend,16,628.9603333333334
HAY,35,weekend,17,647.807
HAY,35,weekend,18,594.965
HAY,35,weekend,19,643.9979999999999
HAY,35,weekend,20,666.7391666666666
HAY,35,weekend,21,666.9870000000001
HAY,35,weekend,22,651.7244999999999
HAY,35,weekend,23,639.2159166666668
HAY,35,weekend,24,576.5229999999999
HAY,35,weekend,25,632.7745
HAY,35,weekend,26,547.4110000000001
HAY,35,weekend,27,604.5684999999999
HAY,35,weekend,28,538.7275
HAY,35,weekend,29,582.4994999999999
HAY,35,weekend,30,580.4183333333332
HAY,35,weekend,31,593.4639833333333
HAY,35,weekend,32,608.4054166666666
HAY,35,weekend,33,627.0186666666667
HAY,35,weekend,34,660.0651666666665
HAY,35,weekend,35,700.6181666666666
HAY,35,weekend,36,756.8962666666665
HAY,35,weekend,37,811.8271666666668
HAY,35,weekend,38,833.0553999999997
HAY,35,weekend,39,807.2441000000001
HAY,35,weekend,40,775.0736666666667
HAY,35,weekend,41,746.5212499999998
HAY,35,weekend,42,725.7746666666665
HAY,35,weekend,43,699.8784166666667
HAY,35,weekend,44,670.44725
HAY,35,weekend,45,630.0294
HAY,35,weekend,46,587.642
HAY,35,weekend,47,568.5660833333334
HAY,35,weekend,48,544.3472333333334
HAY,36,weekday,1,501.0189833333333
HAY,36,weekday,2,469.27729166666677
HAY,36,weekday,3,459.3074166666667
HAY,36,weekday,4,445.7062083333334
HAY,36,weekday,5,431.98805
HAY,36,weekday,6,406.21174999999994
HAY,36,weekday,7,431.1015000000001
HAY,36,weekday,8,422.8274583333334
HAY,36,weekday,9,425.19325000000003
HAY,36,weekday,10,417.28605833333336
HAY,36,weekday,11,477.109125
HAY,36,weekday,12,496.93016666666665
HAY,36,weekday,13,590.7069250000001
HAY,36,weekday,14,653.56725
HAY,36,weekday,15,715.9790833333334
HAY,36,weekday,16,755.4196250000001
HAY,36,weekday,17,796.5299916666668
HAY,36,weekday,18,775.8574583333332
HAY,36,weekday,19,783.618325
HAY,36,weekday,20,780.7309666666666
HAY,36,weekday,21,764.4216666666666
HAY,36,weekday,22,762.2665000000002
HAY,36,weekday,23,767.1792916666668
HAY,36,weekday,24,762.0589583333333
HAY,36,weekday,25,749.3176083333333
HAY,36,weekday,26,756.6096666666667
HAY,36,weekday,27,749.9690416666666
HAY,36,weekday,28,742.0308500000001
HAY,36,weekday,29,720.472375
HAY,36,weekday,30,722.4529166666667
HAY,36,weekday,31,713.6532083333333
HAY,36,weekday,32,724.4302583333333
HAY,36,weekday,33,754.8773833333333
HAY,36,weekday,34,775.017
HAY,36,weekday,35,799.8122250000001
HAY,36,weekday,36,851.4370666666666
HAY,36,weekday,37,873.9085416666667
HAY,36,weekday,38,867.6405833333333
HAY,36,weekday,39,832.3128833333333
HAY,36,weekday,40,798.0804083333335
HAY,36,weekday,41,766.0885416666665
HAY,36,weekday,42,736.5049166666665
HAY,36,weekday,43,712.9628166666666
HAY,36,weekday,44,676.4821916666667
HAY,36,weekday,45,631.5349333333332
HAY,36,weekday,46,587.0286666666667
HAY,36,weekday,47,557.9771833333334
HAY,36,weekday,48,530.0872083333333
HAY,37,weekday,1,508.25895833333334
HAY,37,weekday,2,488.3720166666667
HAY,37,weekday,3,464.13238333333334
HAY,37,weekday,4,461.53616666666676
HAY,37,weekday,5,454.60804999999993
HAY,37,weekday,6,448.702125
HAY,37,weekday,7,445.1824166666667
HAY,37,weekday,8,415.64408333333336
HAY,37,weekday,9,433.40643333333344
HAY,37,weekday,10,471.7460416666667
HAY,37,weekday,11,511.4572333333333
HAY,37,weekday,12,558.2321083333334
HAY,37,weekday,13,633.0889999999999
HAY,37,weekday,14,715.2346666666667
HAY,37,weekday,15,795.2324
HAY,37,weekday,16,853.0136083333334
HAY,37,weekday,17,850.7855166666668
HAY,37,weekday,18,813.4694583333333
HAY,37,weekday,19,841.7660833333331
HAY,37,weekday,20,854.9267749999999
HAY,37,weekday,21,846.9155916666667
HAY,37,weekday,22,841.9264000000001
HAY,37,weekday,23,837.4420416666667
HAY,37,weekday,24,834.8393333333333
HAY,37,weekday,25,838.30675
HAY,37,weekday,26,823.26775
HAY,37,weekday,27,837.641525
HAY,37,weekday,28,819.0335416666667
HAY,37,weekday,29,832.9673333333333
HAY,37,weekday,30,819.2151499999999
HAY,37,weekday,31,860.2645166666665
HAY,37,weekday,32,894.5060833333334
HAY,37,weekday,33,931.1512500000001
HAY,37,weekday,34,953.8560833333333
HAY,37,weekday,35,988.2424000000001
HAY,37,weekday,36,966.5991666666666
HAY,37,weekday,37,999.7882083333334
HAY,37,weekday,38,972.7322833333333
HAY,37,weekday,39,932.0751833333331
HAY,37,weekday,40,898.7237499999999
HAY,37,weekday,41,895.1364166666667
HAY,37,weekday,42,843.3251249999998
HAY,37,weekday,43,816.1557500000001
HAY,37,weekday,44,765.5280833333334
HAY,37,weekday,45,702.3954416666667
HAY,37,weekday,46,643.2469916666666
HAY,37,weekday,47,608.8894
HAY,37,weekday,48,541.1592250000001
HAY,37,weekend,1,513.8975000000003
HAY,37,weekend,2,533.9028333333333
HAY,37,weekend,3,514.2785833333335
HAY,37,weekend,4,498.26874999999995
HAY,37,weekend,5,489.617
HAY,37,weekend,6,478.9511666666666
HAY,37,weekend,7,473.95700000000005
HAY,37,weekend,8,408.24299999999994
HAY,37,weekend,9,458.2615000000001
HAY,37,weekend,10,394.25100000000003
HAY,37,weekend,11,502.4224166666667
HAY,37,weekend,12,531.3280000000001
HAY,37,weekend,13,557.3929166666666
HAY,37,weekend,14,585.7940833333333
HAY,37,weekend,15,617.1279166666667
HAY,37,weekend,16,619.4478333333333
HAY,37,weekend,17,655.1686666666665
HAY,37,weekend,18,677.4963333333333
HAY,37,weekend,19,696.7914999999999
HAY,37,weekend,20,705.3025
HAY,37,weekend,21,708.0115000000001
HAY,37,weekend,22,702.0808333333334
HAY,37,weekend,23,695.8429999999998
HAY,37,weekend,24,661.8199999999999
HAY,37,weekend,25,642.9699999999999
HAY,37,weekend,26,557.0364999999999
HAY,37,weekend,27,578.467
HAY,37,weekend,28,621.689
HAY,37,weekend,29,602.4064999999999
HAY,37,weekend,30,542.345
HAY,37,weekend,31,624.4454999999998
HAY,37,weekend,32,634.4078333333332
HAY,37,weekend,33,695.8615999999998
HAY,37,weekend,34,634.82675
HAY,37,weekend,35,755.1636666666667
HAY,37,weekend,36,836.5673
HAY,37,weekend,37,864.9306666666669
HAY,37,weekend,38,877.3597000000001
HAY,37,weekend,39,820.8013333333334
HAY,37,weekend,40,794.7185000000002
HAY,37,weekend,41,765.4117666666665
HAY,37,weekend,42,736.6497
HAY,37,weekend,43,706.8318333333335
HAY,37,weekend,44,689.6811000000002
HAY,37,weekend,45,614.2468333333331
HAY,37,weekend,46,568.3361666666666
HAY,37,weekend,47,558.1085
HAY,37,weekend,48,527.6234833333333
HAY,38,weekday,1,490.7144166666667
HAY,38,weekday,2,470.15220000000005
HAY,38,weekday,3,442.25066666666646
HAY,38,weekday,4,449.1098333333333
HAY,38,weekday,5,441.59633333333346
HAY,38,weekday,6,434.78225000000003
HAY,38,weekday,7,434.96933333333345
HAY,38,weekday,8,435.9472666666667
HAY,38,weekday,9,442.26960000000014
HAY,38,weekday,10,458.84733333333344
HAY,38,weekday,11,494.2344166666667
HAY,38,weekday,12,522.1763333333334
HAY,38,weekday,13,596.2571666666665
HAY,38,weekday,14,669.3813333333333
HAY,38,weekday,15,741.3307499999999
HAY,38,weekday,16,822.6898333333335
HAY,38,weekday,17,838.7636666666666
HAY,38,weekday,18,831.3578333333336
HAY,38,weekday,19,784.1601333333333
HAY,38,weekday,20,766.8610333333336
HAY,38,weekday,21,788.7348500000002
HAY,38,weekday,22,745.5140166666669
HAY,38,weekday,23,769.2096833333334
HAY,38,weekday,24,764.567
HAY,38,weekday,25,764.7207666666668
HAY,38,weekday,26,763.5443333333334
HAY,38,weekday,27,760.6327500000002
HAY,38,weekday,28,756.1823333333332
HAY,38,weekday,29,728.9904166666668
HAY,38,weekday,30,730.9876
HAY,38,weekday,31,738.8909666666667
HAY,38,weekday,32,772.4668333333334
HAY,38,weekday,33,800.0580833333335
HAY,38,weekday,34,825.4364666666665
HAY,38,weekday,35,854.3204999999999
HAY,38,weekday,36,920.5124333333333
HAY,38,weekday,37,923.4393333333333
HAY,38,weekday,38,922.7301666666667
HAY,38,weekday,39,857.34275
HAY,38,weekday,40,845.8166
HAY,38,weekday,41,740.2613333333333
HAY,38,weekday,42,749.5745000000001
HAY,38,weekday,43,737.8265
HAY,38,weekday,44,668.93105
HAY,38,weekday,45,605.8354999999999
HAY,38,weekday,46,561.6758666666666
HAY,38,weekday,47,554.8891666666665
HAY,38,weekday,48,521.90455
HAY,38,weekend,1,423.78283333333343
HAY,38,weekend,2,430.28235
HAY,38,weekend,3,425.20016666666663
HAY,38,weekend,4,415.85153333333335
HAY,38,weekend,5,390.35374999999993
HAY,38,weekend,6,398.3720833333334
HAY,38,weekend,7,394.7358333333334
HAY,38,weekend,8,395.2350833333334
HAY,38,weekend,9,395.8559166666667
HAY,38,weekend,10,421.8343666666667
HAY,38,weekend,11,385.97126666666674
HAY,38,weekend,12,465.8816000000001
HAY,38,weekend,13,498.1654
HAY,38,weekend,14,511.1571666666666
HAY,38,weekend,15,558.4139166666666
HAY,38,weekend,16,593.3883000000001
HAY,38,weekend,17,619.1503333333333
HAY,38,weekend,18,641.8323
HAY,38,weekend,19,656.7129166666666
HAY,38,weekend,20,659.1019833333332
HAY,38,weekend,21,651.7732499999997
HAY,38,weekend,22,617.81525
HAY,38,weekend,23,636.7933333333335
HAY,38,weekend,24,632.4109166666666
HAY,38,weekend,25,623.1146666666667
HAY,38,weekend,26,611.9606666666666
HAY,38,weekend,27,606.8508333333333
HAY,38,weekend,28,593.8871666666668
HAY,38,weekend,29,586.07475
HAY,38,weekend,30,565.4333333333334
HAY,38,weekend,31,599.7861
HAY,38,weekend,32,610.5121666666666
HAY,38,weekend,33,632.1371666666666
HAY,38,weekend,34,652.0666833333333
HAY,38,weekend,35,681.7682499999999
HAY,38,weekend,36,712.5
HAY,38,weekend,37,733.8476666666668
HAY,38,weekend,38,719.1429166666667
HAY,38,weekend,39,720.0503333333334
HAY,38,weekend,40,692.0700833333334
HAY,38,weekend,41,672.1911833333336
HAY,38,weekend,42,624.2000833333336
HAY,38,weekend,43,632.62275
HAY,38,weekend,44,584.2879166666667
HAY,38,weekend,45,568.0959999999999
HAY,38,weekend,46,527.50895
HAY,38,weekend,47,498.5580999999999
HAY,38,weekend,48,499.6204499999999
HAY,39,weekday,1,533.8530833333334
HAY,39,weekday,2,507.88374999999996
HAY,39,weekday,3,496.38608333333326
HAY,39,weekday,4,476.166375
HAY,39,weekday,5,467.26518333333325
HAY,39,weekday,6,455.56745
HAY,39,weekday,7,426.52909999999997
HAY,39,weekday,8,468.8968166666667
HAY,39,weekday,9,474.80058333333324
HAY,39,weekday,10,495.02480833333334
HAY,39,weekday,11,536.91725
HAY,39,weekday,12,580.3581666666666
HAY,39,weekday,13,661.592075
HAY,39,weekday,14,751.4321916666668
HAY,39,weekday,15,839.8702083333332
HAY,39,weekday,16,906.0231666666668
HAY,39,weekday,17,930.5156833333334
HAY,39,weekday,18,910.8243750000001
HAY,39,weekday,19,881.5476666666666
HAY,39,weekday,20,851.9265000000001
HAY,39,weekday,21,831.1667083333334
HAY,39,weekday,22,808.3843750000001
HAY,39,weekday,23,788.6117583333332
HAY,39,weekday,24,776.3720249999999
HAY,39,weekday,25,763.71425
HAY,39,weekday,26,744.3834583333335
HAY,39,weekday,27,726.9182999999999
HAY,39,weekday,28,707.3773833333335
HAY,39,weekday,29,694.9435583333334
HAY,39,weekday,30,689.1656666666668
HAY,39,weekday,31,691.5936083333332
HAY,39,weekday,32,702.1425083333334
HAY,39,weekday,33,708.5122416666667
HAY,39,weekday,34,702.3852583333332
HAY,39,weekday,35,725.3462749999999
HAY,39,weekday,36,717.4140416666668
HAY,39,weekday,37,723.3240416666667
HAY,39,weekday,38,752.3289583333333
HAY,39,weekday,39,765.419175
HAY,39,weekday,40,792.9589083333333
HAY,39,weekday,41,792.3263166666668
HAY,39,weekday,42,780.236275
HAY,39,weekday,43,759.3432499999999
HAY,39,weekday,44,724.6068500000001
HAY,39,weekday,45,648.1113333333333
HAY,39,weekday,46,625.6211583333334
HAY,39,weekday,47,597.5691416666667
HAY,39,weekday,48,565.0778416666665
HAY,40,weekday,1,463.70722500000005
HAY,40,weekday,2,450.4165833333334
HAY,40,weekday,3,441.70088333333337
HAY,40,weekday,4,432.47625833333336
HAY,40,weekday,5,424.2654083333332
HAY,40,weekday,6,393.9177666666667
HAY,40,weekday,7,416.55094166666663
HAY,40,weekday,8,418.39809999999994
HAY,40,weekday,9,423.61466666666666
HAY,40,weekday,10,436.108375
HAY,40,weekday,11,467.63466666666665
HAY,40,weekday,12,506.9010250000001
HAY,40,weekday,13,564.7324166666667
HAY,40,weekday,14,627.3451500000001
HAY,40,weekday,15,690.4187499999999
HAY,40,weekday,16,736.3845333333336
HAY,40,weekday,17,768.1854500000002
HAY,40,weekday,18,782.5997083333334
HAY,40,weekday,19,782.8821833333335
HAY,40,weekday,20,773.8022500000001
HAY,40,weekday,21,730.8751666666666
HAY,40,weekday,22,754.0541666666666
HAY,40,weekday,23,744.7790499999999
HAY,40,weekday,24,722.1546666666668
HAY,40,weekday,25,667.0299583333333
HAY,40,weekday,26,706.0017250000001
HAY,40,weekday,27,707.50175
HAY,40,weekday,28,697.3597666666666
HAY,40,weekday,29,657.9313333333332
HAY,40,weekday,30,691.5062083333332
HAY,40,weekday,31,699.7739999999999
HAY,40,weekday,32,708.4782083333333
HAY,40,weekday,33,707.1545000000001
HAY,40,weekday,34,714.5146666666667
HAY,40,weekday,35,747.7257666666668
HAY,40,weekday,36,771.2072916666666
HAY,40,weekday,37,766.1365666666668
HAY,40,weekday,38,764.0528999999999
HAY,40,weekday,39,752.597766666667
HAY,40,weekday,40,747.61275
HAY,40,weekday,41,718.6624999999999
HAY,40,weekday,42,703.1464583333332
HAY,40,weekday,43,679.4116250000002
HAY,40,weekday,44,640.9903999999999
HAY,40,weekday,45,594.546225
HAY,40,weekday,46,549.456
HAY,40,weekday,47,513.2706000000001
HAY,40,weekday,48,491.1794833333333
HAY,40,weekend,1,439.71383333333324
HAY,40,weekend,2,422.4984833333333
HAY,40,weekend,3,418.42509999999993
HAY,40,weekend,4,414.05995
HAY,40,weekend,5,405.74133333333344
HAY,40,weekend,6,399.32216666666676
HAY,40,weekend,7,397.3679
HAY,40,weekend,8,394.1338999999999
HAY,40,weekend,9,392.2143166666667
HAY,40,weekend,10,382.759
HAY,40,weekend,11,411.3973666666667
HAY,40,weekend,12,436.30731666666674
HAY,40,weekend,13,460.2186666666667
HAY,40,weekend,14,481.5307
HAY,40,weekend,15,491.20683333333335
HAY,40,weekend,16,540.9790666666668
HAY,40,weekend,17,576.6167500000001
HAY,40,weekend,18,597.9315
HAY,40,weekend,19,620.41325
HAY,40,weekend,20,536.307
HAY,40,weekend,21,634.5588333333333
HAY,40,weekend,22,548.8275
HAY,40,weekend,23,605.9359166666667
HAY,40,weekend,24,602.621
HAY,40,weekend,25,593.4315833333333
HAY,40,weekend,26,580.7895
HAY,40,weekend,27,563.1607000000001
HAY,40,weekend,28,549.9507166666667
HAY,40,weekend,29,539.8021666666666
HAY,40,weekend,30,540.1166666666667
HAY,40,weekend,31,548.3127499999999
HAY,40,weekend,32,555.3563333333335
HAY,40,weekend,33,562.2506666666667
HAY,40,weekend,34,577.6283333333332
HAY,40,weekend,35,591.9160000000002
HAY,40,weekend,36,612.57795
HAY,40,weekend,37,624.0146000000001
HAY,40,weekend,38,630.93965
HAY,40,weekend,39,631.6153333333332
HAY,40,weekend,40,645.8706000000002
HAY,40,weekend,41,656.4748333333335
HAY,40,weekend,42,645.7492500000001
HAY,40,weekend,43,630.4562833333334
HAY,40,weekend,44,596.8614999999999
HAY,40,weekend,45,558.0456666666668
HAY,40,weekend,46,521.0113333333333
HAY,40,weekend,47,496.5061666666668
HAY,40,weekend,48,463.80500000000006
HAY,41,weekday,1,495.5961333333334
HAY,41,weekday,2,485.91200000000003
HAY,41,weekday,3,464.65850000000006
HAY,41,weekday,4,445.0906333333334
HAY,41,weekday,5,445.55085
HAY,41,weekday,6,442.47761666666673
HAY,41,weekday,7,441.55826666666684
HAY,41,weekday,8,445.57269999999994
HAY,41,weekday,9,449.3723333333334
HAY,41,weekday,10,463.43925
HAY,41,weekday,11,494.6048999999999
HAY,41,weekday,12,543.43925
HAY,41,weekday,13,622.5987833333335
HAY,41,weekday,14,697.5781666666668
HAY,41,weekday,15,772.7662500000001
HAY,41,weekday,16,838.5999666666665
HAY,41,weekday,17,856.0612666666667
HAY,41,weekday,18,868.2655833333333
HAY,41,weekday,19,855.5209166666667
HAY,41,weekday,20,844.4406333333334
HAY,41,weekday,21,828.8016
HAY,41,weekday,22,831.0775500000001
HAY,41,weekday,23,830.2724166666665
HAY,41,weekday,24,834.4743166666667
HAY,41,weekday,25,840.1530000000001
HAY,41,weekday,26,839.5348333333332
HAY,41,weekday,27,834.9585499999998
HAY,41,weekday,28,833.5253333333333
HAY,41,weekday,29,832.6348000000002
HAY,41,weekday,30,834.9802833333332
HAY,41,weekday,31,849.1561833333334
HAY,41,weekday,32,857.4980166666667
HAY,41,weekday,33,874.8278333333332
HAY,41,weekday,34,899.3922333333333
HAY,41,weekday,35,924.9833333333333
HAY,41,weekday,36,958.7219499999999
HAY,41,weekday,37,966.9380833333333
HAY,41,weekday,38,915.9818333333332
HAY,41,weekday,39,943.908
HAY,41,weekday,40,939.6590000000001
HAY,41,weekday,41,875.53975
HAY,41,weekday,42,838.8396666666667
HAY,41,weekday,43,845.4830000000001
HAY,41,weekday,44,799.5882666666666
HAY,41,weekday,45,742.8344000000001
HAY,41,weekday,46,676.91025
HAY,41,weekday,47,627.9639500000002
HAY,41,weekday,48,585.814
HAY,41,weekend,1,490.9579166666667
HAY,41,weekend,2,473.2541666666667
HAY,41,weekend,3,458.65900000000005
HAY,41,weekend,4,408.43353333333346
HAY,41,weekend,5,421.72674999999987
HAY,41,weekend,6,425.9888333333333
HAY,41,weekend,7,424.60450000000003
HAY,41,weekend,8,406.81000000000006
HAY,41,weekend,9,397.013
HAY,41,weekend,10,426.37775
HAY,41,weekend,11,404.80730000000005
HAY,41,weekend,12,471.2013666666668
HAY,41,weekend,13,504.1495666666667
HAY,41,weekend,14,534.4103166666666
HAY,41,weekend,15,549.5416666666669
HAY,41,weekend,16,606.6710833333333
HAY,41,weekend,17,637.5314166666665
HAY,41,weekend,18,655.4143333333332
HAY,41,weekend,19,670.2088333333334
HAY,41,weekend,20,673.3507999999998
HAY,41,weekend,21,661.2115000000001
HAY,41,weekend,22,650.8750000000001
HAY,41,weekend,23,631.2306666666666
HAY,41,weekend,24,606.62275
HAY,41,weekend,25,620.1843333333333
HAY,41,weekend,26,605.1686666666666
HAY,41,weekend,27,589.9282499999999
HAY,41,weekend,28,576.0250833333333
HAY,41,weekend,29,567.208
HAY,41,weekend,30,559.0214333333333
HAY,41,weekend,31,563.9308333333335
HAY,41,weekend,32,554.3551666666667
HAY,41,weekend,33,580.1554166666667
HAY,41,weekend,34,589.8470333333335
HAY,41,weekend,35,598.023
HAY,41,weekend,36,613.0260666666666
HAY,41,weekend,37,589.9083333333331
HAY,41,weekend,38,618.096
HAY,41,weekend,39,624.6215500000002
HAY,41,weekend,40,631.8536166666665
HAY,41,weekend,41,646.0699166666666
HAY,41,weekend,42,638.0052499999999
HAY,41,weekend,43,624.8710333333332
HAY,41,weekend,44,602.0174166666668
HAY,41,weekend,45,569.6710000000002
HAY,41,weekend,46,534.8647500000002
HAY,41,weekend,47,514.5775000000001
HAY,41,weekend,48,491.22760000000005
HAY,42,weekday,1,475.9711250000001
HAY,42,weekday,2,445.02225
HAY,42,weekday,3,436.4444
HAY,42,weekday,4,432.64812500000005
HAY,42,weekday,5,408.8318333333333
HAY,42,weekday,6,422.77650000000006
HAY,42,weekday,7,391.90791666666667
HAY,42,weekday,8,427.0294083333333
